Time,sum(<_ tl1p^ l1p>),sum(<_ tl2p^ l2p>),sum(<_ tl3p^ l3p>)
292497.4639,324.2040716,863.1813516,923.0310689
292991.5189,325.474589,864.379474,923.0558216
293498.5533,326.773237,865.576821,923.0806937
293999.6172,328.0511469,866.7285643,923.1047563
294494.1192,329.3068045,867.8350978,923.1280114
294996.6653,330.5770718,868.9295599,923.1511548
295498.1517,331.8386248,869.9920927,923.173768
295999.4413,333.0934758,871.0252353,923.1959027
296493.5102,334.3240148,872.0157361,923.2172696
296994.8985,335.5662971,872.9933295,923.2385076
297496.9077,336.8034243,873.9448957,923.2593329
297998.0287,338.031547,874.8681942,923.2796934
298498.8345,339.2519695,875.764971,923.2996239
298993.9402,340.4515821,876.6266277,923.3189273
299495.8501,341.6605567,877.475427,923.3380995
299995.7207,342.8573991,878.2966416,923.3568065
300496.7774,344.049769,879.096211,923.3751793
300998.033,345.2352159,879.8730363,923.3931895
301493.2601,346.3990814,880.6184242,923.4106286
301992.4962,347.5649507,881.3481716,923.4278611
302493.9815,348.728533,882.0598504,923.4448283
302996.1999,349.886212,882.7516695,923.4614845
303493.245,351.0244515,883.4163043,923.4776468
303994.9304,352.1657239,884.067442,923.4936429
304496.0839,353.2981648,884.6986527,923.5093123
304998.8191,354.4265308,885.31306,923.5247281
305498.2074,355.5398114,885.9052469,923.5397486
305998.278,356.6470694,886.4806348,923.5545051
306494.2482,357.7378184,887.0343826,923.5688666
306995.3369,358.8323438,887.5772096,923.5831067
307497.9012,359.9225812,888.1053153,923.5971238
307999.2998,361.0028409,888.6163755,923.6108511
308495.0903,362.0637545,889.1066291,923.6241791
308997.3155,363.1311323,889.5883904,923.6374376
309499.852,364.1918768,890.0559239,923.6504669
309993.8106,365.2274718,890.5017334,923.6630487
310496.5205,366.2743183,890.9418672,923.6756307
310998.4193,367.3124132,891.3680394,923.6879745
311493.5115,368.3295971,891.7758504,923.6999437
311993.1009,369.3492263,892.1750827,923.7118188
312497.3948,370.3716257,892.5659431,923.7236052
312998.5358,371.3809269,892.9426578,923.735124
313493.5723,372.3714641,893.3036849,923.7463181
313995.5713,373.3694645,893.658875,923.7574881
314497.9414,374.3617825,894.0036684,923.7684887
314992.6059,375.3327049,894.3330813,923.779152
315494.3399,376.3113482,894.6572954,923.7898018
315996.0167,377.2837877,894.9718136,923.8002885
316498.9161,378.2525918,895.2777151,923.810643
316995.4244,379.2032921,895.5708082,923.8207158
317498.3853,380.1605901,895.8589645,923.830772
317993.9766,381.0983012,896.1345659,923.84054
318495.8402,382.042366,896.4055002,923.8502936
318997.1933,382.9800413,896.6682316,923.8599029
319499.9625,383.9150273,896.9240095,923.8694085
319994.567,384.8297228,897.1683603,923.8786361
320499.3535,385.7581375,897.4105486,923.887931
320994.7516,386.6643738,897.6414003,923.8969365
321497.5753,387.5793289,897.869021,923.9059626
321993.2747,388.4766307,898.0870367,923.9147515
322497.1298,389.3840332,898.3023643,923.9235776
322993.5072,390.273479,898.5085163,923.93217
323496.9586,391.1711561,898.711747,923.9407843
323999.0055,392.0619786,898.9087322,923.9492769
324493.5085,392.9352717,899.0974008,923.9575496
324996.6394,393.819685,899.284089,923.9658759
325492.6364,394.6875943,899.4631001,923.9739974
325997.5702,395.5672017,899.6403809,923.9821797
326499.7151,396.4381092,899.8118925,923.9902341
326996.6947,397.296384,899.9770968,923.9981273
327493.9197,398.1515199,900.1380133,924.0059489
327996.5261,399.0123847,900.2963808,924.013781
328498.802,399.8692367,900.4504821,924.021536
328993.9588,400.7106617,900.5984658,924.0291132
329498.1759,401.5642258,900.7452815,924.0367621
329994.218,402.400831,900.8860309,924.0442233
330496.4358,403.2447874,901.0249362,924.0517154
330993.9721,404.0779208,901.1591004,924.0590782
331498.5071,404.9198545,901.2917699,924.0664863
331994.069,405.7440335,901.4188782,924.0737076
332496.6964,406.5772294,901.5446693,924.0809781
332993.9578,407.3988984,901.6661224,924.0881195
333495.6325,408.2252848,901.7857389,924.0952744
333999.3806,409.0525605,901.9030056,924.1024102
334496.0951,409.8658797,902.0159405,924.1094004
334998.4405,410.6860618,902.1275284,924.1164251
335494.9285,411.494421,902.2353083,924.1233253
335999.0419,412.3129663,902.3422814,924.1302898
336495.5072,413.1169643,902.4452903,924.1371091
336999.5505,413.9311391,902.5475766,924.1439938
337495.0219,414.7294731,902.6459471,924.1507249
337998.0223,415.5379779,902.7436811,924.1575227
338496.081,416.3366534,902.8384118,924.1642197
338999.2537,417.1416833,902.9321216,924.1709524
339495.1234,417.9332702,903.022578,924.1775561
339997.5764,418.7336418,903.1123842,924.1842171
340493.2161,419.5215127,903.1992089,924.190759
340997.2,420.3210233,903.2857609,924.1973829
341495.6613,421.1102132,903.3697027,924.2039074
341998.6784,421.9050943,903.4527936,924.2104655
342499.974,422.695783,903.5340382,924.2169763
342997.588,423.4792586,903.6131964,924.2234158
343494.1067,424.2596588,903.690751,924.2298186
343997.6425,425.0497545,903.7679928,924.23629
344495.3608,425.8294454,903.8429948,924.2426659
344998.0348,426.615654,903.91743,924.2490851
345495.6346,427.3927339,903.9898573,924.2554205
345999.7327,428.1787927,904.0619985,924.2618202
346495.5405,428.950814,904.1317841,924.2680973
346999.9568,429.7351478,904.2016315,924.2744665
347494.5178,430.5031237,904.2690254,924.2806955
347997.716,431.2834971,904.3365266,924.2870179
348495.6853,432.0547873,904.4022992,924.2932602
348997.2462,432.8306943,904.4675474,924.2995335
349496.2411,433.6017213,904.5314997,924.3057616
349992.8646,434.3682131,904.5942264,924.3119476
350496.744,435.1450462,904.6569606,924.318212
350993.4119,435.9099446,904.7179299,924.3243753
351496.4817,436.6839044,904.7788361,924.3306073
351993.2519,437.4474112,904.8381681,924.336751
352497.1029,438.2210551,904.8975485,924.3429724
352992.6544,438.9812483,904.9551926,924.3490823
353496.8806,439.7540537,905.0130987,924.3552903
353992.7685,440.5134196,905.0693353,924.3613874
354496.4727,441.2841083,905.1257585,924.3675728
354995.0936,442.0463999,905.1809393,924.3736885
355499.6898,442.8172213,905.236121,924.3798705
355995.9695,443.5747656,905.2897655,924.3859442
356494.0081,444.3344435,905.3429935,924.3920334
356999.0633,445.1042801,905.3963697,924.3982026
357497.1386,445.8629602,905.4484331,924.4042812
357995.0975,446.6209674,905.4999307,924.4103536
358499.1592,447.3877779,905.5515124,924.4164957
358995.2132,448.1419456,905.6017535,924.422536
359492.662,448.8977911,905.6516322,924.4285894
359998.4275,449.665835,905.7018427,924.4347404
360494.1698,450.4182444,905.7505814,924.4407661
360998.23,451.1828733,905.799668,924.44689
361495.4907,451.9368025,905.8476416,924.4529286
361993.2038,452.6910479,905.8952231,924.4589702
362497.4773,453.4548718,905.9430001,924.4650893
362994.6435,454.207585,905.9896901,924.4711202
363499.452,454.9715306,906.0366894,924.4772421
363996.4529,455.7233402,906.082571,924.4832679
364495.1779,456.4774498,906.1282326,924.4893134
364998.7358,457.2385654,906.1739619,924.4954166
365494.3954,457.9874575,906.218616,924.5014232
365992.139,458.7392241,906.26311,924.5074546
366499.0831,459.5046141,906.3080777,924.5135971
366996.7349,460.2557172,906.3518877,924.5196268
367496.1044,461.0091659,906.3955255,924.5256774
367993.6474,461.7596217,906.4386898,924.5317061
368497.8483,462.5198874,906.4821201,924.5378159
368996.6466,463.2717849,906.5247842,924.5438607
369495.7093,464.0238684,906.5671789,924.5499095
369999.6088,464.7830332,906.6096955,924.5560178
370498.3423,465.5342173,906.6514971,924.5620646
370994.6667,466.2815846,906.6928278,924.5680833
371499.2664,467.0412277,906.7345791,924.5742037
371995.6674,467.7883527,906.775394,924.5802261
372494.9617,468.5396632,906.8161946,924.5862852
372993.6163,469.2898483,906.8566963,924.5923383
373499.0437,470.0500628,906.8975022,924.5984755
373995.6636,470.7968788,906.9373615,924.6045077
374495.2053,471.5479435,906.9772247,924.6105775
374992.8742,472.296053,907.0167136,924.6166267
375498.4519,473.0559142,907.0566052,924.6227744
375997.1262,473.8052695,907.0957348,924.6288406
376495.149,474.5535217,907.1346024,924.6349014
376992.833,475.3011454,907.1732373,924.6409607
377492.4486,476.0515554,907.211819,924.6470462
377997.888,476.8105993,907.2506475,924.6532055
378494.9522,477.5569589,907.2886375,924.6592657
378994.5859,478.3070738,907.3266326,924.6653602
379499.8874,479.0655974,907.3648675,924.6715269
379998.2054,479.8135422,907.4023892,924.6776116
380496.7978,480.5618077,907.4397513,924.6837028
380995.8126,481.3106193,907.476968,924.6898026
381499.4112,482.0662235,907.51435,924.6959617
381998.6182,482.8151567,907.5512342,924.7020707
382494.9602,483.5597141,907.5877401,924.708148
382994.1954,484.3085367,907.6242941,924.7142644
383499.2963,485.0660836,907.6611124,924.7204564
383998.1235,485.8141515,907.6973129,924.7265752
384496.6676,486.5617281,907.7333362,924.7326943
384994.0207,487.3074547,907.76912,924.7388026
385499.1248,488.0647405,907.805307,924.7450101
385997.5308,488.8119245,907.840864,924.7511392
386496.0685,489.559249,907.8762836,924.757274
386993.3093,490.3045748,907.9114669,924.7633968
387493.0874,491.0536511,907.946687,924.769555
387998.2032,491.8106759,907.9821398,924.7757832
388496.818,492.5579089,908.0169971,924.7819355
388995.746,493.3055644,908.0517397,924.7880959
389494.9896,494.0536479,908.0863696,924.7942645
389993.246,494.8002091,908.1207983,924.8004253
390497.1696,495.5552196,908.1554859,924.8066606
390998.4579,496.3062416,908.1898612,924.8128678
391497.1356,497.053314,908.2239298,924.8190472
391996.201,497.8009307,908.2578991,924.8252359
392495.4685,498.5488147,908.2917577,924.8314316
392993.8478,499.2953344,908.3254335,924.837621
393499.0802,500.0520862,908.3594491,924.8439001
393998.716,500.8004238,908.3929671,924.8501144
394497.4252,501.5473437,908.4263048,924.856322
394998.0745,502.2971403,908.4596547,924.8625584
395496.4279,503.0434708,908.4927362,924.868771
395997.2001,503.7933972,908.5258636,924.8750186
396496.003,504.540349,908.5587477,924.8812465
396994.5268,505.2868585,908.5915019,924.8874758
397492.2968,506.0322158,908.6240966,924.8937005
397998.9952,506.7909196,908.6571644,924.9000419
398498.4458,507.5387491,908.6896501,924.9062977
398998.0804,508.2868334,908.7220407,924.9125608
399496.733,509.0334277,908.7542618,924.9188165
399995.3386,509.7799325,908.7863754,924.9250768
400495.5993,510.5288972,908.8184915,924.9313629
400995.2665,511.2769558,908.8504665,924.9376467
401494.4579,512.0242852,908.8823093,924.9439297
401999.8299,512.7808511,908.9144437,924.9502957
402492.5382,513.5184438,908.9456744,924.9565073
402999.1223,514.2767938,908.9776843,924.9628992
403496.7175,515.0216735,909.009028,924.9691828
403996.6243,515.7699999,909.0404203,924.975501
404498.0263,516.5205516,909.0718096,924.9818434
404996.5764,517.2668219,909.102925,924.988155
405497.0018,518.0158874,909.1340628,924.9944957
405994.2489,518.7601841,909.1649096,925.0008015
406494.7173,519.5092918,909.1958632,925.0071535
406994.597,520.2575079,909.226688,925.0135035
407498.6488,521.0119588,909.2576775,925.019912
407991.9264,521.7502737,909.2879152,925.0261888
408497.8896,522.5075668,909.3188395,925.0326327
408998.558,523.2569261,909.3493502,925.0390146
409499.9819,524.0074078,909.3798178,925.0454118
409998.5572,524.7536182,909.4100248,925.0517781
410496.6334,525.4990742,909.4401149,925.0581436
410998.2023,526.2497503,909.4703293,925.0645593
411497.9445,526.9976857,909.5003477,925.0709573
411997.5448,527.7454022,909.5302725,925.0773591
412497.0009,528.4928966,909.5601043,925.0837647
412995.2915,529.2386409,909.589783,925.0901609
413496.4333,529.9886467,909.6195481,925.0965994
413996.6205,530.7372182,909.6491736,925.1030314
414496.3087,531.4850381,909.6786876,925.1094627
414993.4905,532.2291021,909.7079728,925.1158674
415495.4922,532.9803747,909.7374607,925.12234
415993.2764,533.7253313,909.7666208,925.1287639
416499.8432,534.4834272,909.7962143,925.1353071
416999.3837,535.2310042,909.8253177,925.1417654
417499.717,535.9797638,909.8543886,925.1482397
417997.9614,536.7253938,909.8832604,925.1546928
418498.0012,537.4737075,909.9121587,925.1611751
418998.6537,538.2229349,909.9410153,925.1676711
419498.0129,538.9702239,909.9697208,925.1741563
419997.1393,539.7171616,909.9983372,925.1806443
420497.2837,540.4656204,910.0269364,925.1871515
420998.0645,541.2150289,910.0554968,925.1936729
421497.9432,541.9630853,910.0839312,925.2001886
421998.1593,542.7116443,910.1123106,925.2067146
422498.7611,543.4607786,910.1406382,925.2132516
422999.6206,544.2102966,910.1689071,925.2197981
423493.6294,544.9495611,910.1967179,925.2262609
423994.8982,545.6996883,910.2248653,925.2328247
424493.6887,546.4461052,910.2528021,925.2393621
424994.5752,547.1956574,910.2807848,925.2459331
425494.6767,547.9440337,910.3086528,925.2524999
425996.7556,548.6953678,910.3365601,925.2590987
426497.5973,549.4448494,910.3643284,925.2656875
426997.5099,550.1929398,910.3919756,925.2722702
427498.2654,550.9422907,910.4196001,925.2788701
427997.3673,551.6891663,910.4470649,925.2854544
428497.8447,552.4380996,910.474537,925.292063
428999.035,553.1880991,910.5019801,925.2986872
429499.236,553.9366176,910.5293015,925.3053046
429993.9643,554.6769463,910.556258,925.3118557
430494.1512,555.4254429,910.5834456,925.3184853
430994.1689,556.1736861,910.6105577,925.325119
431494.2945,556.9220905,910.6376097,925.3317603
431995.9575,557.6727956,910.6646791,925.3384283
432496.0897,558.4212096,910.6916006,925.3450823
432996.862,559.1705817,910.7184918,925.3517512
433497.0519,559.9190822,910.7452872,925.3584186
433998.1083,560.6688794,910.7720648,925.365104
434499.1113,561.418597,910.7987758,925.371795
434993.1545,562.1578998,910.8250535,925.3783994
435493.1569,562.9061204,910.8515857,925.3850897
435995.6562,563.6580777,910.8781874,925.3918199
436496.6722,564.407816,910.904648,925.3985367
436997.014,565.1565455,910.9310112,925.4052509
437499.2108,565.9080515,910.9574101,925.4119965
437998.2078,566.6547697,910.9835799,925.4187055
438499.4991,567.4049216,911.009809,925.4254519
438998.9086,568.1522582,911.0358792,925.4321795
439495.0656,568.8947281,911.0617203,925.4388696
439995.9912,569.6443347,911.0877501,925.4456306
440495.6014,570.3919734,911.1136521,925.4523803
440996.899,571.1421381,911.1395823,925.4591594
441497.7734,571.8916701,911.1654316,925.4659394
441999.4309,572.6423747,911.1912626,925.4727365
442492.8198,573.3807067,911.2166107,925.4794282
442992.6668,574.1287036,911.2422333,925.4862139
443494.9714,574.8803792,911.2679239,925.4930397
443996.6009,575.6310453,911.2935225,925.4998629
444497.0814,576.379993,911.3190053,925.5066773
444997.3457,577.128618,911.3444206,925.5134953
445494.8965,577.8731833,911.3696422,925.520283
445994.7063,578.62113,911.3949225,925.5271081
446496.0748,579.3714103,911.4202258,925.5339613
446996.2042,580.1198373,911.4454111,925.5408042
447498.3564,580.8712924,911.470643,925.5476817
447999.5547,581.6213211,911.4957718,925.5545528
448499.9393,582.3701332,911.5208053,925.5614195
448993.982,583.1094559,911.5454683,925.5682059
449495.1675,583.8594687,911.5704342,925.5750971
449997.7467,584.6115681,911.5954154,925.5820144
450499.6591,585.362671,911.6203098,925.5889294
450992.5007,586.1002006,911.6447023,925.595726
451493.1061,586.8493496,911.6694266,925.6026366
451995.94,587.6018349,911.6942081,925.6095848
452498.6631,588.3541555,911.7189314,925.6165385
452998.2174,589.1017352,911.7434469,925.6234552
453493.2747,589.8425863,911.7676909,925.6303164
453994.9748,590.5933795,911.7922088,925.6372767
454495.1058,591.3418259,911.8165989,925.6442221
454996.9822,592.0928853,911.8410231,925.6511987
455499.6992,592.8452041,911.8654371,925.658194
455995.8042,593.587629,911.8894802,925.6651042
456497.5136,594.3384423,911.9137449,925.6720995
456992.1356,595.0786505,911.9376177,925.6790028
457492.9004,595.8280525,911.9617377,925.6859989
457996.2043,596.5812558,911.9859303,925.6930375
458498.6256,597.3331394,912.010031,925.7000709
458992.9149,598.0728546,912.0336936,925.7069974
459495.5191,598.8250144,912.0577057,925.7140475
459997.2948,599.5759358,912.0816296,925.7210931
460498.4854,600.3259827,912.1054775,925.7281377
460998.6247,601.0744575,912.1292275,925.7351746
461496.3469,601.8193164,912.1528157,925.7421845
461996.847,602.5683338,912.1764883,925.7492407
462497.8192,603.3180589,912.2001361,925.7563107
462994.2404,604.0609745,912.2235228,925.7633236
463497.226,604.8137153,912.2471721,925.7704365
463998.6507,605.5641215,912.2707014,925.7775345
464499.9323,606.3143148,912.2941778,925.7846377
464994.8489,607.0549838,912.3173109,925.7916579
465497.5143,607.8072506,912.3407606,925.7987952
465999.8008,608.5589516,912.3641469,925.8059345
466494.024,609.2985866,912.3871134,925.8129663
466996.0341,610.0498765,912.4103968,925.8201162
467497.6268,610.800543,912.4336161,925.8272674
467993.332,611.5423997,912.4565189,925.834342
468494.5359,612.2924869,912.4796317,925.8415024
468998.2866,613.0463867,912.5028174,925.8487065
469499.8374,613.7969955,912.5258579,925.8558866
469994.3844,614.5371239,912.5485337,925.8629737
470496.976,615.2892927,912.5715351,925.8701835
470992.8648,616.0314316,912.5941872,925.8773044
471495.5829,616.7837924,912.6171082,925.8845308
471997.7307,617.5353009,912.6399602,925.8917566
472494.592,618.2788989,912.6625296,925.8989136
472997.3957,619.0313914,912.6853265,925.9061637
473498.8548,619.7818728,912.7080202,925.9134019
473995.9211,620.5257812,912.7304737,925.9205842
474497.6003,621.2765943,912.753094,925.9278406
474998.9197,622.0268703,912.7756565,925.9350993
475496.8258,622.7720391,912.7980245,925.9423161
475997.2805,623.5210233,912.8204662,925.9495774
476494.1066,624.2645781,912.8427048,925.9567935
476995.9685,625.0156707,912.8651282,925.9640903
477497.3579,625.7660573,912.88749,925.9713879
477995.1614,626.5110784,912.9096521,925.9786408
478496.5763,627.2615054,912.931935,925.985954
478998.6691,628.0129482,912.954208,925.9932847
479494.2285,628.7546139,912.9761522,926.0005276
479997.8649,629.5083692,912.9984145,926.0078962
480499.5896,630.2592644,913.0205529,926.0152446
480993.8888,630.9990474,913.0423254,926.0224918
481498.4285,631.7541578,913.06451,926.0298969
481994.8006,632.4970454,913.0862972,926.0371898
482497.8042,633.249859,913.108337,926.0445878
482995.0919,633.994119,913.1300885,926.0519095
483498.6726,634.7477984,913.152077,926.0593316
483993.1995,635.4879285,913.1736329,926.066628
484495.9455,636.2403609,913.1955095,926.0740534
484992.4465,636.9834475,913.2170773,926.0813943
485494.7754,637.7352575,913.238861,926.0888292
485999.5133,638.4906739,913.2607116,926.0963077
486497.1757,639.2355017,913.2822192,926.1036892
486997.7168,639.9846391,913.3038146,926.1111213
487497.0968,640.7320395,913.3253236,926.1185439
487999.9773,641.4846798,913.3469468,926.1260265
488495.8498,642.2268326,913.3682331,926.1334127
488999.9381,642.9812826,913.3898358,926.1409292
489496.2443,643.7240864,913.4110696,926.1483376
489998.7799,644.4762142,913.4325343,926.1558468
490495.4389,645.2195477,913.4537129,926.1632762
490998.836,645.9729667,913.4751434,926.1708144
491496.514,646.7178269,913.4962956,926.1782749
491992.7044,647.4604616,913.5173503,926.185721
492497.0419,648.2152907,913.5387157,926.1932974
492992.6863,648.9571098,913.5596787,926.2007511
493498.234,649.7137516,913.5810259,926.208362
493992.4045,650.4533662,913.6018589,926.2158095
494497.0371,651.2086402,913.6230988,926.2234228
494993.0005,651.9509397,913.6439403,926.2309134
495496.6943,652.7048101,913.6650727,926.2385289
495994.4344,653.4497701,913.6859221,926.2460624
496497.1218,654.2021356,913.7069452,926.253679
496999.7354,654.9543913,913.7279318,926.2613027
497495.8582,655.6969329,913.7486148,926.268836
497993.6778,656.4420148,913.769336,926.2764032
498496.5466,657.1946544,913.7902346,926.2840554
498993.917,657.9390651,913.8108724,926.291632
499496.9427,658.6919409,913.8317124,926.2993031
499999.6856,659.4443938,913.8525081,926.3069782
