Time,receiver_gfp
14800.093838978091,13
14900.094299279526,10
15000.092786198291,4
15100.09141844133,2
15200.094748136,0
15300.096117742536,0
15400.09618368205,0
15500.095179366252,0
15600.096816577488,0
15700.09765987674,0
15800.09843337093,0
15900.099427753797,4
16000.099388147057,4
16100.100583994597,8
16200.101101286662,13
16300.101381053792,14
16400.101985875615,8
16500.10323610919,7
16600.10463931568,11
16700.105578578106,11
16800.106782694005,10
16900.106834647337,7
17000.107220403417,4
17100.10744885714,4
17200.107501592578,8
17300.10852297478,10
17400.10873013706,12
17500.109164617246,5
17600.109949817885,1
17700.109957189587,1
17800.11042272482,0
17900.110297239786,0
18000.110070905754,0
18100.11154865086,0
18200.112248934096,0
18300.11182664548,0
18400.110809467154,0
18500.11071737819,0
18600.112674754975,0
18700.113896293176,0
18800.113396991488,0
18900.113527093312,0
19000.114453589315,0
19100.11443915314,0
19200.1147156649,0
19300.115292034927,0
19400.11551927219,0
19500.115467737243,0
19600.11606084394,0
19700.114629023978,0
19800.115686100224,0
19900.116956529237,0
20000.118108773677,0
20100.118910762067,0
20200.118999783303,0
20300.11842536999,0
20400.1201697274,0
20500.122336924305,0
20600.12221786719,0
20700.12318102855,0
20800.123271687644,0
20900.123637655277,0
21000.12389893372,0
21100.124482761945,0
21200.124253787213,0
21300.12564067713,0
21400.12599970876,0
21500.125765494417,0
21600.12760232921,0
21700.127676239023,0
21800.127909494153,0
21900.128123523904,0
22000.127895032067,8
22100.127516786677,9
22200.127350954954,9
22300.127864433005,7
22400.128523426305,1
22500.129144747352,0
22600.129514657307,6
22700.13000286722,10
22800.130365972986,9
22900.13093555283,12
23000.131328545463,6
23100.130104200038,3
23200.131088997623,0
23300.132074495523,0
23400.13212893375,0
23500.133056838353,0
23600.13391673292,0
23700.13397544206,0
23800.13581973709,0
23900.135587492587,0
24000.136544442823,0
24100.13704794379,0
24200.137197361237,0
24300.138355941126,0
24400.138951831694,0
24500.139353604176,0
24600.140655649167,0
24700.140202927876,0
24800.14031231982,0
24900.1413236585,0
25000.139838761286,0
25100.14133445543,0
25200.142482360527,0
25300.14180236833,0
25400.143647962876,0
25500.143656605444,0
25600.143321485953,0
25700.144304168567,0
25800.144655340384,0
25900.14354782908,0
26000.144401032845,0
26100.14465281543,0
26200.14499913843,0
26300.144409731452,0
26400.14566380023,0
26500.14662198586,0
26600.14638904049,0
26700.146423430615,0
26800.147465316273,0
26900.147429555167,0
27000.148504289693,0
27100.148117707256,0
27200.148420089972,0
27300.14876846697,0
27400.14941250654,0
27500.148671899933,0
27600.14889012488,0
27700.149883021742,0
27800.150326008832,0
27900.15086932182,0
28000.151353044566,0
28100.151353505767,0
28200.151957925333,0
28300.151864193027,0
28400.15238812959,0
28500.152961410153,0
28600.152921798563,0
28700.153974863628,0
28800.15387832379,0
28900.154784284652,0
29000.15460287158,0
29100.154908437646,0
29200.15466710021,0
29300.15559512141,0
29400.156373736638,0
29500.156700349584,0
29600.15608410952,0
29700.156654459348,0
29800.156423582263,0
29900.15739597229,0
30000.15822039833,0
30100.15859227728,0
30200.15895942691,0
30300.160449344377,0
30400.16087509206,0
30500.159991016637,0
30600.161396540032,0
30700.161146051312,0
30800.161533334212,0
30900.16126396383,0
31000.161766878726,0
31100.16292626371,0
31200.163416747047,0
31300.16325298774,0
31400.163826442946,0
31500.164859891676,0
31600.16577459933,0
31700.166004085113,0
31800.166980204813,0
31900.167169991877,0
32000.167501468077,0
32100.167444559742,0
32200.167926538867,0
32300.167504697554,0
32400.167936401194,0
32500.16805334378,0
32600.16823937454,0
32700.170033757302,0
32800.17025728586,0
32900.1712834077,0
33000.17128992058,0
33100.17140947783,0
33200.172296248835,0
33300.17286681384,0
33400.17370772586,0
33500.17390029894,0
33600.17458532106,0
33700.17467743658,0
33800.17583548831,0
33900.17684760812,0
34000.17669193203,0
34100.17673652218,0
34200.178067117864,0
34300.17876915723,0
34400.178759293565,0
34500.180672242364,0
34600.17984167807,0
34700.18142454426,0
34800.181335288034,0
34900.18192831487,0
35000.18221347722,0
35100.18296671624,0
35200.18292299049,0
35300.18339454181,0
35400.18362516064,0
35500.18408598374,0
35600.18429640888,0
35700.18456098601,0
35800.18446387974,0
35900.18445377258,0
36000.183044828635,0
36100.185202128036,0
36200.18607578648,0
36300.186515052636,0
36400.18654782682,0
36500.186782496516,0
36600.187179341396,0
36700.18713741679,0
36800.186797308765,0
36900.18706415204,0
37000.18822918548,0
37100.18982771472,0
37200.190427815294,0
37300.19120791102,0
37400.19128620663,0
37500.19160997273,0
37600.19166494679,0
37700.19184763821,0
37800.19227507993,0
37900.19251470071,0
38000.19277332929,0
38100.19315950386,0
38200.193738919166,0
38300.19256678565,0
38400.19278723446,0
38500.193929491936,0
38600.19524277187,0
38700.195623301646,0
38800.19503830502,0
38900.19646151396,0
39000.19853914121,0
39100.198521400554,0
39200.20019064166,0
39300.200363714146,0
39400.200465036156,0
39500.20026824744,0
39600.20052848284,0
39700.20077784986,0
39800.201321858716,0
39900.201236439774,0
40000.20171924776,0
40100.20168646345,0
40200.201352184544,0
40300.20140351234,0
40400.20233712264,0
40500.202463014444,0
40600.20155267879,0
40700.20363528551,0
40800.202642164775,0
40900.20362693603,0
41000.20446688382,0
41100.20439545574,0
41200.20516026138,0
41300.205182141246,0
41400.205460916135,0
41500.20591649927,0
41600.20693428995,0
41700.20742988544,0
41800.207651417346,0
41900.20809199624,0
42000.20823059664,0
42100.20808274787,0
42200.20772628857,0
42300.20877925875,0
42400.21053029872,0
42500.21139155731,0
42600.21109076057,0
42700.21305517059,0
42800.21244528182,0
42900.21281698364,0
43000.21354227573,0
43100.21397940288,0
43200.21415328987,0
43300.21438900006,0
43400.215377282024,0
43500.215172125485,0
43600.21457257686,0
43700.21547065817,0
43800.21693832743,0
43900.21701805509,0
44000.21770280433,0
44100.21797579017,0
44200.21861982538,0
44300.21950148216,0
44400.21977530882,0
44500.218778021845,0
44600.22074670178,0
44700.220945866226,0
44800.21960181349,0
44900.22064639493,0
45000.2211811319,0
45100.2218419591,0
45200.22012978984,0
45300.22137087031,0
45400.22184271304,0
45500.223508270705,0
45600.22376164941,0
45700.224064115035,0
45800.22545440091,0
45900.22545706543,0
46000.2257410921,0
46100.22526787081,0
46200.226908849545,0
46300.22792707221,0
46400.22668662529,0
46500.22833619727,0
46600.228197668446,0
46700.22723930528,0
46800.22915863442,0
46900.22906689879,0
47000.2305369993,0
47100.230625724835,0
47200.23102031955,0
47300.23055666963,0
47400.231715151494,0
47500.232395560524,0
47600.232143759844,0
47700.23342351303,0
47800.233246228636,0
47900.23236743956,0
48000.23523702314,0
48100.235788672886,0
48200.236324372054,0
48300.23611436989,0
48400.23834194808,0
48500.23726326729,0
48600.240048484506,0
48700.240526734226,0
48800.24082024714,0
48900.24119232924,0
49000.24132255938,0
49100.240883882834,0
49200.24155521004,0
49300.24172978272,0
49400.241308023724,0
49500.24222983674,0
49600.2427410415,0
49700.24412163536,0
49800.243801991965,0
49900.244258164676,0
49999.99934171795,0
49999.99999999999,0
