Time,predator_ccdB,prey_ccdB
9004.805737875064,4,1719
9104.814140639939,4,1788
9204.823719982996,5,1793
9304.832959181002,10,1723
9404.816778925997,2,1610
9504.838170512898,1,1526
9604.845997545925,5,1436
9704.839658187468,3,1445
9804.848119162143,6,1503
9904.857504666375,1,1530
10004.853409465508,5,1513
10104.91299529188,5,1452
10204.9152404731,3,1455
10304.912670675183,1,1464
10404.922961113369,3,1525
10504.927886744203,1,1557
10604.940651736693,0,1570
10704.965294387384,1,1563
10804.972084237232,6,1585
10904.993352925823,4,1537
11004.994084433583,3,1492
11105.003537288287,2,1527
11205.003691259859,0,1567
11304.989897496294,3,1507
11405.02396924536,1,1530
11505.022824688407,3,1552
11605.038626199852,7,1579
11705.008542953066,4,1605
11805.061903440292,7,1582
11905.075195524283,4,1639
12005.06753997118,4,1655
12105.078980887803,5,1578
12205.083685814796,7,1532
12305.086376374416,4,1556
12405.092809062944,0,1566
12505.098775825158,1,1562
12605.114119196429,3,1486
12705.111762365374,2,1462
12805.122708637562,2,1506
12905.139710922105,0,1549
13005.137571120431,0,1495
13105.13194560228,1,1573
13205.148115459293,1,1590
13305.145516634428,3,1556
13405.164833534342,1,1517
13505.18039586244,2,1508
13605.18124851796,3,1488
13705.194965400215,0,1561
13805.194778220499,1,1692
13905.207418297006,0,1611
14005.217441507722,0,1605
14105.229885918994,4,1628
14205.238178065578,2,1621
14305.275136331262,0,1580
14405.280091407576,1,1620
14505.274506105781,0,1645
14605.27452010511,1,1686
14705.283578822015,2,1662
14805.271047352731,0,1657
14905.296613601067,1,1608
15005.31830187454,0,1650
15105.26026744601,2,1734
15205.323150176258,2,1662
15305.329017756216,1,1670
15405.34105274999,3,1741
15505.3405207028,0,1692
15605.342356037761,4,1691
15705.354037365898,3,1637
15805.358029369589,0,1561
15905.364952825028,4,1590
16005.397279028512,5,1578
16105.398040201419,1,1546
16205.40609074998,0,1515
16305.41961911488,1,1546
16405.42582783978,0,1511
16505.438548345297,0,1555
16605.442615506778,1,1565
16705.456765102146,0,1560
16805.452035804177,6,1548
16905.439525757985,2,1591
17005.43493590895,1,1606
17105.473550419367,1,1509
17205.477621026446,4,1487
17305.47799439588,2,1513
17405.486627445433,0,1505
17505.47917843487,2,1590
17605.49793985513,0,1713
17705.524843073523,0,1644
17805.535138480685,3,1535
17905.527172992195,4,1607
18005.554305841284,3,1547
18105.562936601287,2,1587
18205.550199467754,1,1597
18305.55512103906,1,1627
18405.56556669392,4,1608
18505.581921256944,3,1553
18605.572687157146,5,1521
18705.59445807994,2,1558
18805.59186183326,0,1592
18905.628629613057,1,1707
19005.641913079737,0,1759
19105.63386998936,1,1865
19205.649199527157,0,1900
19305.653121775747,2,1821
19405.657058183453,4,1709
19505.667514205932,4,1704
19605.667792956876,1,1721
19705.672272984786,7,1724
19805.68333434958,1,1747
19905.67056399673,0,1749
20005.695690025328,1,1744
20105.691774836152,2,1724
20205.700864366827,1,1721
20305.70227909143,5,1710
20405.704827470032,1,1682
20505.706173771967,0,1697
20605.701746779912,0,1685
20705.71549999827,4,1609
20805.724230897984,2,1604
20905.719858560456,0,1520
21005.746833553516,0,1472
21105.748442020693,2,1440
21205.756736122592,5,1488
21305.776026396346,0,1504
21405.790616349208,1,1459
21505.784524921186,2,1511
21605.78648182215,0,1489
21705.800330433565,1,1567
21805.80097878841,4,1587
21905.805592307275,1,1555
22005.80706080598,1,1564
22105.80864858517,1,1578
22205.80495983707,1,1558
22305.817380693265,3,1582
22405.821895683617,3,1547
22505.807105140735,1,1516
22605.826880272725,2,1472
22705.8436002109,1,1459
22805.839769125847,0,1501
22905.84844595563,1,1560
23005.864721622733,1,1610
23105.876581220316,0,1723
23205.894673776624,0,1809
23305.897019550255,1,1890
23405.906510753633,2,1804
23505.892511628255,0,1832
23605.920024000126,2,1820
23705.925856074155,0,1750
23805.96032964394,0,1657
23905.961797503598,2,1656
24005.964856942188,3,1601
24105.963879310126,1,1572
24205.960338684436,1,1506
24305.966150524004,2,1371
24405.971129944297,2,1371
24505.996099544904,1,1343
24605.99666897474,2,1351
24706.00670469867,1,1364
24806.009408527654,2,1319
24906.014648803688,1,1291
25006.004677410292,0,1287
25106.01909158485,1,1296
25206.029877787492,2,1279
25306.03058579855,0,1375
25406.041146676776,1,1376
25506.032607760946,1,1357
25606.042605232957,1,1411
25706.044642842837,3,1442
25806.04682989968,2,1544
25906.059409034002,1,1515
26006.02783530858,2,1519
26106.04796196216,1,1581
26206.061836960424,8,1575
26306.0805011029,5,1571
26406.07180159099,2,1565
26506.08676177599,2,1588
26606.089025172147,7,1612
26706.115395530167,3,1543
26806.114603389058,1,1512
26906.12389853627,0,1503
27006.124042969466,1,1457
27106.12806379329,3,1469
27206.130382389412,1,1503
27306.126777399986,0,1539
27406.149053119127,1,1529
27506.139326309407,0,1539
27606.177327915357,2,1594
27706.164685815915,0,1666
27806.183774801964,2,1742
27906.191220995242,2,1759
28006.196774682092,2,1810
28106.201972634724,1,1865
28206.197832943762,0,1902
28306.224200445246,1,1850
28406.221628298827,0,1779
28506.238665320638,0,1688
28606.25343376604,2,1670
28706.25496918425,1,1622
28806.271266731226,0,1582
28906.270950609065,0,1610
29006.283765627042,2,1645
29106.23978978202,0,1726
29206.298577405072,1,1799
29306.30962930244,2,1886
29406.30295821129,3,1860
29506.314835408884,0,1843
29606.314813281642,0,1829
29706.32062002427,3,1858
29806.318781195518,1,1855
29906.338104898787,0,1907
30006.347627062452,2,1911
30106.353874668293,2,1965
30206.372017891626,0,1957
30306.38813818384,4,1817
30406.397141338322,1,1867
30506.396498866692,0,1829
30606.408237013136,5,1897
30706.415149539796,0,1822
30806.415626317088,1,1760
30906.406191449558,2,1723
31006.423254828733,1,1651
31106.43092903763,2,1633
31206.43805568955,1,1644
31306.445712354674,0,1660
31406.461825218437,0,1649
31506.457799909454,0,1647
31606.473696712583,1,1710
31706.47549325981,1,1733
31806.485294702892,3,1745
31906.481458528426,1,1784
32006.481030083763,0,1829
32106.49802305176,3,1863
32206.505758491963,3,1913
32306.51932718096,4,1900
32406.503817631503,2,1917
32506.543364175897,0,1903
32606.546733071962,0,1938
32706.54258723499,1,1958
32806.55468349023,2,1944
32906.55508614439,1,1886
33006.5615910376,2,1922
33106.56860021988,0,2028
33206.58677539164,0,1994
33306.60289725782,0,1946
33406.60647592831,1,1932
33506.61332581221,1,1898
33606.60599443494,1,1834
33706.6191051085,1,1775
33806.620493859446,0,1732
33906.63639747226,3,1710
34006.657197347035,0,1790
34106.64579785968,0,1865
34206.66299473079,2,1926
34306.65473129589,1,1963
34406.67469285926,1,2015
34506.673864212346,3,1971
34606.654751141345,1,1965
34706.684097061596,4,1910
34806.65979584277,0,1907
34906.69535108753,4,1864
35006.69768731207,1,1775
35106.69229901667,1,1756
35206.70495734826,3,1661
35306.69161517108,1,1637
35406.728610443955,0,1647
35506.72861553249,0,1625
35606.7436877166,0,1612
35706.742641524615,1,1628
35806.76271152009,1,1626
35906.775365463545,3,1586
36006.79245690241,1,1503
36106.800933681116,1,1504
36206.789565366955,0,1505
36306.79145562057,0,1499
36406.83041311808,3,1490
36506.819374587874,3,1479
36606.83612260494,2,1481
36706.848730316284,3,1409
36806.85460769937,7,1502
36906.85161612344,3,1575
37006.84869733604,2,1552
37106.86199299501,4,1511
37206.866103373926,1,1438
37306.862381162035,1,1457
37406.84785795284,1,1489
37506.87396147539,1,1486
37606.886770039295,0,1507
37706.89259482332,0,1523
37806.905108729145,1,1546
37906.9094484189,1,1580
38006.92224403987,0,1504
38106.944803864986,1,1573
38206.95445094382,2,1510
38306.9606665757,0,1616
38406.96782470239,1,1684
38506.9735119234,0,1733
38606.9811937146,0,1720
38706.97819553118,2,1658
38806.98204246001,0,1616
38906.986941288626,2,1593
39006.99343599514,1,1554
39106.99158552513,0,1550
39206.99250364729,1,1610
39306.99285361662,2,1683
39406.99458319203,0,1739
39507.00225482659,1,1881
39606.98113916768,0,1859
39707.00998626057,1,1848
39807.00067077072,1,1839
39907.01172899272,2,1888
40007.01542639585,0,1914
40107.03723422589,2,1883
40207.070887831054,2,1877
40307.08711986826,0,1805
40407.097903266804,3,1749
40507.14737521782,1,1706
40607.14095631294,0,1647
40707.16519221084,0,1664
40807.176747628066,1,1731
40907.16372732378,3,1792
41007.182574128645,1,1823
41107.16721247506,0,1843
41207.19887036493,0,1812
41307.202372194704,0,1779
41407.201764624726,0,1777
41507.20342561735,1,1828
41607.210698494695,0,1772
41707.22370685472,1,1726
41807.2145240983,1,1665
41907.2342139571,1,1626
42007.23738522282,2,1645
42107.25345961273,0,1645
42207.248574883495,2,1631
42307.25193906795,0,1655
42407.25146189716,0,1678
42507.26837692982,1,1656
42607.27879160123,1,1670
42707.28443537328,1,1701
42807.28387370954,1,1814
42907.280325759166,0,1843
43007.28079995004,0,1777
43107.31177618055,4,1839
43207.32134708358,2,1760
43307.32966244743,4,1718
43407.34672812019,0,1710
43507.36391786531,3,1735
43607.36348547763,1,1683
43707.37739105813,2,1761
43807.36473733045,2,1755
43907.36998259553,2,1803
44007.37242777137,0,1782
44107.37537555451,3,1729
44207.38180711048,1,1711
44307.414613876645,2,1711
44407.3780310078,1,1726
44507.42446800166,1,1747
44607.44677266178,0,1791
44707.44847745055,0,1715
44807.45808525491,2,1725
44907.47262813077,2,1665
45007.47165823763,1,1652
45107.47120239718,0,1593
45207.46479551296,4,1594
45307.49308775833,1,1562
45407.4960646337,0,1533
45507.50021115845,0,1523
45607.504158233,2,1445
45707.50889252791,2,1453
45807.50849018741,4,1472
45907.52265321694,1,1514
46007.51512772177,3,1580
46107.531588751175,3,1588
46207.521692430506,0,1632
46307.54572316004,2,1622
46407.559911590324,2,1646
46507.55199771729,3,1641
46607.56218609447,3,1647
46707.55864311069,1,1676
46807.562997952096,3,1683
46907.59857572217,0,1798
47007.60041125109,2,1820
47107.59892288546,0,1823
47207.617839648046,1,1777
47307.61576143418,1,1831
47407.62541719073,1,1811
47507.639349376244,3,1789
47607.643074626794,2,1729
47707.641150521835,0,1686
47807.63789197494,2,1664
47907.65058604776,2,1671
48007.65946925573,1,1676
48107.66438476105,3,1714
48207.67082745261,1,1697
48307.690520890166,0,1703
48407.69426835238,0,1611
48507.708509127675,2,1609
48607.70067438834,1,1610
48707.73071410603,3,1568
48807.732255992436,0,1570
48907.74299857952,2,1584
49007.74472527182,3,1554
49107.738710082194,0,1628
49207.756767318526,1,1597
49307.754277745036,0,1575
49407.771050847885,0,1610
49507.74379992007,0,1517
49607.76660283984,2,1489
49707.766744973225,0,1490
49807.764387459276,0,1517
49907.805475772555,1,1568
50007.8151136624,1,1682
50107.8154544474,4,1660
50207.81035544109,0,1748
50307.787515786236,0,1801
50407.8392931078,1,1838
50507.8186436882,1,1852
50607.84316176112,2,1829
50707.84392594584,1,1891
50807.83956162129,0,1886
50907.855194180105,0,1759
51007.884315486925,1,1708
51107.88777783335,1,1652
51207.90072321254,1,1559
51307.90032430143,4,1495
51407.914248748806,2,1488
51507.89795814367,0,1465
51607.906248067404,1,1470
51707.919370182746,0,1521
51807.94308552442,0,1576
51907.9497862779,1,1661
52007.947404190345,0,1714
52107.96134137355,0,1686
52207.98225501629,2,1760
52307.98450998519,2,1631
52408.000672378505,2,1642
52508.01437359292,1,1737
52608.02719617789,1,1832
52708.03243229564,2,1814
52808.02473221828,1,1804
52908.040144811646,1,1719
53008.04527304635,0,1687
53108.06320335014,0,1629
53208.07101586371,0,1671
53308.083431571664,1,1734
53408.091881061686,1,1687
53508.0778231446,1,1691
53608.097853737556,1,1686
53708.09831858094,2,1634
53808.10737282023,0,1686
53908.103444800734,4,1619
54008.116441248145,1,1574
54108.145106394055,2,1579
54208.16428565631,0,1585
54308.16333232224,2,1563
54408.19376310902,2,1552
54508.18784833142,1,1469
54608.20382989639,5,1528
54708.23288053812,2,1535
54808.24119446749,6,1547
54908.23456698414,5,1664
55008.24635734077,1,1707
55108.26331737094,0,1691
55208.26361081969,3,1726
55308.253825714484,2,1703
55408.27966774151,1,1652
55508.279105304005,0,1551
55608.29137433451,3,1508
55708.30591785396,0,1517
55808.30322734679,2,1521
55908.30716443623,1,1539
56008.31050264839,2,1581
56108.308173819656,1,1581
56208.31535132753,1,1559
56308.33677835798,2,1579
56408.33083763375,1,1616
56508.33464318758,1,1579
56608.33067867752,0,1614
56708.335588800845,3,1631
56808.33973242948,0,1604
56908.36287103492,3,1550
57008.37839339918,1,1490
57108.39405956847,3,1497
57208.40970175717,0,1496
57308.44408620382,1,1538
57408.44869982409,1,1559
57508.468613931254,2,1547
57608.48042771096,1,1474
57708.48163008833,3,1479
57808.489727211614,1,1481
57908.49889815207,2,1576
58008.49032888547,1,1576
58108.49532654719,0,1627
58208.51323556927,2,1612
58308.52553817192,1,1733
58408.51649888382,3,1781
58508.52342971775,1,1844
58608.53425264689,1,1885
58708.50584675176,4,1921
58808.546726024004,0,1936
58908.542863185474,2,2010
59008.546256468886,1,2045
59108.557019901455,1,2021
59208.559669202135,0,2135
59308.540640906154,2,2205
59408.57826280374,1,2261
59508.57580371313,1,2267
59608.589143147874,2,2131
59708.5929783826,1,2084
59808.59222379398,1,2032
59908.594743497175,3,2049
60008.620948212374,1,2039
60108.61413922665,1,2003
60208.629218155846,1,1925
60308.61299049102,8,1871
60408.648219232055,1,1830
60508.65113259461,4,1850
60608.66395902843,5,1830
60708.66536647664,2,1830
60808.67301961902,7,1805
60908.676863738365,6,1778
61008.66577167025,2,1870
61108.66450732118,3,1969
61208.663709111475,1,2153
61308.68115519463,4,2194
61408.6779817618,1,2206
61508.685601429905,2,2196
61608.688048442345,3,2124
61708.68752002244,0,2034
61808.69962473923,0,1859
61908.75058603232,6,1831
62008.76119147824,2,1870
62108.77538740549,5,1837
62208.79567084969,0,1846
62308.8025373668,0,1932
62408.812408058155,0,1966
62508.82044026578,2,1945
62608.818013334996,0,1974
62708.818601281775,0,1941
62808.80711902886,1,1889
62908.85388468404,1,1813
63008.86355674351,3,1712
63108.869859843864,3,1635
63208.884060506825,2,1599
63308.88850424694,1,1579
63408.89809977874,0,1511
63508.89856669383,2,1449
63608.905576847625,1,1392
63708.94165080175,2,1427
63808.94483283551,0,1502
63908.944704202535,0,1509
64008.95091287852,1,1518
64108.945242697715,1,1523
64208.968841293194,0,1582
64309.00650712996,3,1591
64409.006712598755,1,1612
64509.01729317927,0,1627
64609.0253011311,2,1617
64709.03159318252,0,1643
64809.03098187342,1,1640
64909.04183507353,0,1671
65009.04507667115,1,1659
65109.05472392625,1,1659
65209.07729322523,2,1630
65309.08640982865,0,1674
65409.09468297248,0,1713
65509.08614686306,2,1660
65609.09595143009,0,1658
65709.10497116488,0,1750
65809.11042240629,2,1808
65909.1388911697,0,1789
66009.15627119111,0,1802
66109.19974206867,2,1849
66209.22799820686,0,1870
66309.2376450521,1,1816
66409.23940441571,3,1874
66509.23311730081,0,1872
66609.24891120254,0,1907
66709.26201996389,0,1821
66809.24598432935,0,1836
66909.29291890323,1,1825
67009.30010512602,1,1848
67109.30377329336,1,1852
67209.32265475139,2,1909
67309.34743372776,1,1943
67409.35573689299,0,1930
67509.35300366962,1,1955
67609.34095859544,0,1944
67709.36993294022,1,1875
67809.39700892151,2,1977
67909.40935889725,0,1969
68009.36627579921,0,2036
68109.40066343058,1,2057
68209.41848248012,2,2053
68309.41658554644,0,2110
68409.46594905021,1,2136
68509.47432014835,1,2122
68609.46644688775,0,2008
68709.48122084962,2,1980
68809.4889897627,1,2035
68909.48584926705,1,1989
69009.4948820753,0,1985
69109.49182584943,2,1985
69209.5270035207,2,1912
69309.47589645119,0,1859
69409.54737219613,0,1844
69509.56327846613,1,1937
69609.55982228304,4,1971
69709.57257537328,2,1934
69809.59897700314,2,1950
69909.60246675085,3,1996
70009.61945833189,4,2071
70109.63975102118,1,2135
70209.64576964275,0,2271
70309.66641369325,2,2303
70409.66411488173,0,2313
70509.67437325811,4,2298
70609.6740462891,0,2281
70709.67153023375,0,2226
70809.69741456496,0,2222
70909.71062756907,3,2227
71009.72150395875,1,2148
71109.72671279636,0,2049
71209.72230275808,0,2024
71309.76866237115,3,1947
71409.76584820573,1,1927
71509.7687493704,3,1903
71609.76563603425,0,1809
71709.79659111703,0,1804
71809.79438213559,3,1805
71909.7978322309,1,1791
72009.80618801591,0,1786
72109.82175590783,0,1773
72209.81617222265,0,1786
72309.84267333045,2,1849
72409.8678238316,0,1887
72509.88163185633,0,1798
72609.88600967059,0,1807
72709.90213924582,1,1751
72809.90751640245,2,1782
72909.9151922228,0,1793
73009.92361118349,1,1844
73109.93163855546,2,1821
73209.94042659116,1,1799
73309.93640675608,0,1831
73409.93527536243,2,1821
73509.95783141252,0,1860
73609.96715815269,0,1809
73709.99234316342,2,1877
73809.99491960212,3,1849
73909.99217155727,1,1902
74009.99725403347,1,1894
74110.00079608193,2,1830
74210.00254056505,2,1828
74310.00130630116,2,1814
74410.00464053992,0,1711
74510.02340564458,1,1666
74610.02954271837,1,1643
74710.0290141816,1,1683
74810.04183922743,1,1683
74910.05348086968,1,1676
75010.05838871615,0,1653
75110.06134378802,1,1607
75210.06363822578,1,1541
75310.0685573859,16,1585
75410.06780603793,1,1548
75510.089845471,0,1589
75610.10513245623,2,1568
75710.10676451279,4,1587
75810.10174451293,0,1611
75910.10805949967,2,1579
76010.11796992284,1,1511
76110.1148072299,0,1496
76210.12307525941,1,1529
76310.12419415469,3,1647
76410.12632045758,3,1604
76510.12235784157,2,1539
76610.12712981564,1,1455
76710.12640860757,3,1486
76810.12572071269,0,1421
76910.13675993547,0,1469
77010.1224669808,0,1494
77110.13841567986,1,1556
77210.14606759,1,1579
77310.14322851939,1,1651
77410.15157161599,1,1638
77510.15811749252,1,1668
77610.1570252979,2,1658
77710.15959395767,0,1627
77810.17265238817,0,1613
77910.18473506342,4,1528
78010.18875358303,2,1591
78110.19578422,1,1655
78210.19496186324,1,1686
78310.20869976968,0,1714
78410.23129195045,0,1681
78510.22599402521,0,1646
78610.2155709471,0,1647
78710.23474546237,0,1662
78810.24694808517,3,1680
78910.25109368682,3,1666
79010.25581341263,1,1624
79110.25615348676,2,1510
79210.28435915292,2,1461
79310.30500161384,0,1449
79410.30732254968,1,1464
79510.31527084099,3,1382
79610.31379835981,4,1367
79710.35240249764,0,1378
79810.36739724397,2,1419
79910.37450006937,2,1451
80010.371946238,3,1438
80110.3886516337,1,1490
80210.39020597098,1,1469
80310.387828974,0,1458
80410.39823606011,3,1447
80510.3985140842,1,1488
80610.39572485979,1,1437
80710.40155073491,2,1508
80810.38186952012,0,1640
80910.40403345798,0,1701
81010.41762103254,0,1688
81110.42700420225,1,1714
81210.43365863885,0,1699
81310.44126586846,3,1750
81410.43473420003,1,1765
81510.44768359537,0,1781
81610.44893759616,1,1757
81710.43404740452,1,1763
81810.46480961169,2,1708
81910.46706885418,3,1687
82010.46958316035,1,1667
82110.47046445016,0,1594
82210.49231455971,2,1576
82310.48448054033,2,1626
82410.49406228481,0,1578
82510.49067638342,0,1512
82610.52505292372,0,1476
82710.52569248131,0,1485
82810.5308687267,0,1502
82910.57219833609,1,1550
83010.57543080168,0,1622
83110.58068931964,3,1688
83210.58125573439,1,1717
83310.58686876489,1,1759
83410.60581843683,8,1712
83510.62317999502,2,1781
83610.63408293894,3,1761
83710.62306545326,0,1615
83810.65397156152,2,1521
83910.66121138968,3,1539
84010.65668330352,2,1570
84110.65133683238,0,1554
84210.66404619798,2,1563
84310.67938952427,0,1653
84410.69053709872,1,1661
84510.68552596531,2,1607
84610.70801654206,2,1548
84710.71386770745,4,1529
84810.72066824642,3,1576
84910.72301096818,1,1594
85010.71802211727,4,1570
85110.71345579826,0,1590
85210.72443256028,5,1654
85310.70859840699,1,1671
85410.73358901383,1,1637
85510.73552622297,3,1764
85610.74585625768,93,1738
85710.757330538,2,1658
85810.76428758053,1,1624
85910.77313806016,2,1608
86010.77868798986,1,1557
86110.77031501195,1,1459
86210.76695428701,0,1513
86310.80668495908,3,1533
86410.81807400117,7,1567
86510.80125747064,3,1616
86610.83329960838,2,1630
86710.81870029285,2,1648
86810.84423733392,6,1686
86910.84320942685,3,1617
87010.85725803494,1,1693
87110.86113824091,2,1693
87210.84771426368,4,1680
87310.86234782384,2,1666
87410.87091908362,3,1628
87510.8839893922,1,1584
87610.88870202728,4,1511
87710.87546946423,9,1497
87810.89569313076,1,1477
87910.93806326376,0,1419
88010.94290738774,4,1356
88110.94254581492,1,1376
88210.96617901856,1,1389
88310.97742987185,0,1432
88410.97635363038,2,1451
88510.99361682257,0,1479
88610.99467912431,3,1482
88710.99902510962,1,1578
88811.00462721262,1,1574
88911.02412207317,1,1570
89011.03151814449,1,1601
89111.07406780904,0,1648
89211.08454950209,0,1716
89311.08053767565,1,1743
89411.07909959908,2,1772
89511.09441910862,1,1784
89611.08286692569,1,1859
89711.1096804473,1,1952
89811.10892076335,1,2006
89911.15305001877,2,2080
90011.15602994301,1,2086
90111.15884588599,0,2203
90211.17183214283,0,2235
90311.17495929345,1,2190
90411.17631101086,0,2134
90511.16823465063,0,2105
90611.18965624618,0,2023
90711.20452339231,0,2023
90811.19586883677,1,1929
90911.20028137293,0,1822
91011.22241675071,0,1779
91111.23420787186,0,1835
91211.2401774474,0,1798
91311.25042611247,3,1770
91411.2524184629,0,1803
91511.25827293277,1,1740
91611.266629969,1,1790
91711.2689511609,0,1724
91811.28632385776,1,1781
91911.29802922593,2,1823
92011.31970440628,3,1817
92111.35612853496,0,1760
92211.37881721868,0,1687
92311.36044030476,1,1590
92411.38384754074,1,1641
92511.39466541546,0,1632
92611.38474358594,2,1687
92711.40526318173,0,1688
92811.4243824719,2,1698
92911.42214415669,1,1782
93011.44619095488,6,1927
93111.44524291545,3,1974
93211.44358058505,3,1997
93311.43584799676,3,2061
93411.44538112986,1,2017
93511.44804321692,10,2003
93611.46471195426,4,1962
93711.45149436184,65,2069
93811.49017744702,6,2006
93911.49145743657,3,1955
94011.49903070019,2,1860
94111.49218182598,0,1930
94211.50372451748,3,1957
94311.5178196262,0,1987
94411.51423182111,2,1959
94511.52317387528,1,1963
94611.52311690093,1,1951
94711.56256243029,0,1845
94811.59054092184,4,1825
94911.60827224568,2,1777
95011.60915610926,0,1715
95111.62370734171,1,1652
95211.61814874373,0,1655
95311.64096337848,1,1731
95411.63942834715,1,1719
95511.65018042011,4,1712
95611.65538487931,1,1684
95711.65381196134,1,1622
95811.66640019539,3,1625
95911.67211752175,2,1653
96011.66894143766,3,1595
96111.69351235015,2,1649
96211.68841096941,4,1607
96311.70212855768,2,1629
96411.71490039123,0,1705
96511.72024895338,3,1793
96611.73925379582,3,1892
96711.73565175479,1,1880
96811.74873291959,3,1917
96911.75329883103,3,1933
97011.77168880335,0,1849
97111.75004633689,1,1846
97211.76493320319,3,1755
97311.79771688288,2,1750
97411.79689547181,2,1788
97511.80451542894,2,1820
97611.78454301435,4,1786
97711.81559173348,0,1850
97811.8213595537,1,1830
97911.82834179449,2,1856
98011.8315213657,2,1870
98111.83456881132,3,1803
98211.84163783133,2,1763
98311.83898854627,1,1735
98411.83840558883,1,1712
98511.8366414702,0,1720
98611.84877544464,5,1652
98711.86197938802,2,1703
98811.86090999318,0,1688
98911.87084809008,2,1775
99011.87928758876,1,1754
99111.86480056467,3,1740
99211.88506166424,0,1698
99311.886669534,3,1645
99411.89080442624,0,1606
99511.91957414724,1,1587
99611.92088123884,2,1574
99711.91685674134,3,1555
99811.92674705051,1,1537
99911.92613884488,0,1511
99999.99924185193,2,1390
100000,2,1390
