Time,g703,mrna704,Y,g703_Y
88032.76048807998,0,3,17,1
88133.05152386487,0,1,21,1
88230.05741721827,0,1,14,1
88336.28886705065,0,1,14,1
88436.21084584537,0,1,9,1
88540.51804498554,0,2,11,1
88643.98404864057,1,2,19,0
88743.87941584778,0,1,16,1
88841.94672346978,0,2,15,1
88944.54071247944,0,2,17,1
89044.07884367181,0,3,18,1
89146.7493779985,0,4,22,1
89247.31377979393,1,4,33,0
89345.91123496977,0,5,39,1
89447.08100849912,0,4,47,1
89544.72313372201,0,4,42,1
89648.03402199701,0,5,40,1
89748.47013239498,0,7,48,1
89848.89747366142,0,6,63,1
89949.64200364401,0,4,62,1
90047.5067465854,0,4,52,1
90151.0141333068,0,4,45,1
90251.37744675558,0,4,55,1
90352.1048304103,0,4,50,1
90452.64785746743,0,4,41,1
90554.1053540677,0,4,40,1
90656.264094598,0,4,34,1
90756.7155061269,0,4,43,1
90856.28947582646,0,4,43,1
90958.29848704759,0,3,26,1
91058.76005758133,0,3,37,1
91159.65714610185,0,3,24,1
91260.05518352633,1,3,32,0
91359.3465047491,0,2,20,1
91460.45833940382,0,2,20,1
91562.57747206469,0,1,14,1
91662.26965428873,0,1,16,1
91762.91635754974,0,1,16,1
91863.65167851446,1,2,14,0
91961.32571113597,0,3,10,1
92066.54622160559,0,3,26,1
92170.54693981043,0,3,30,1
92270.74781843662,0,4,37,1
92371.37182271089,0,4,38,1
92471.92352764127,0,3,42,1
92572.1280385216,0,2,33,1
92675.29764526681,0,2,20,1
92773.90602868893,0,2,21,1
92877.07773608441,0,2,26,1
92977.27677627752,0,4,29,1
93077.8107311176,0,4,35,1
93177.24634638305,0,4,42,1
93277.72738369845,0,4,44,1
93379.21036650575,0,4,42,1
93477.856215713,0,4,32,1
93579.2911708059,0,5,45,1
93679.88799751092,0,5,45,1
93780.13610246772,0,5,49,1
93883.8575225605,0,4,45,1
93983.96095821871,0,4,46,1
94084.16684248888,0,4,41,1
94185.30535243428,0,4,40,1
94284.897248408,0,4,41,1
94385.7616359391,0,5,45,1
94486.80235722811,0,5,50,1
94586.6440818263,0,5,48,1
94687.42056606569,0,5,43,1
94788.32887560727,0,5,51,1
94890.9055651268,0,5,52,1
94991.42329531793,0,4,41,1
95092.70492676558,0,3,35,1
95192.33403156394,0,3,44,1
95294.51073965507,0,3,36,1
95394.45165685452,0,2,30,1
95497.93547969217,0,2,25,1
95592.24042413096,0,2,17,1
95702.71623884374,0,2,16,1
95802.91429572551,0,2,28,1
95905.99632955958,0,3,34,1
96004.89835479828,0,3,25,1
96105.85330284506,0,3,15,1
96205.13021435754,0,4,27,1
96306.31541551802,0,4,35,1
96406.51013711895,0,4,42,1
96507.51863140019,0,4,49,1
96607.77400194766,0,3,28,1
96713.29441476097,0,3,32,1
96813.25983902084,0,4,38,1
96912.49917243805,0,4,36,1
97012.38611004523,0,4,33,1
97114.1882163009,0,3,32,1
97219.00227783303,0,3,29,1
97321.03779814833,0,3,28,1
97423.15362823637,0,4,37,1
97523.48105361755,0,3,36,1
97624.48555869154,0,3,35,1
97723.99893661283,0,3,28,1
97825.18599290427,0,2,20,1
97926.21754372062,0,2,15,1
98027.6677427961,0,3,21,1
98129.98409317633,0,4,32,1
98231.29404726712,0,5,42,1
98330.91259964873,0,5,46,1
98431.18084984922,0,5,56,1
98532.30681576415,0,5,62,1
98630.35423313854,0,4,49,1
98733.34752051676,0,4,39,1
98834.56702749536,0,4,34,1
98934.41754820394,0,3,40,1
99035.30555153184,0,2,28,1
99136.44924830023,0,2,20,1
99235.24775590663,0,2,11,1
99337.5017648225,0,2,4,1
99437.9907052726,0,0,7,1
99536.10068893187,0,0,2,1
99637.68489199784,0,1,5,1
99745.35496445268,0,1,4,1
99846.2372379984,0,1,10,1
99947.94029284408,0,2,16,1
99998.80668201568,0,2,17,1
99999.99999998807,0,2,17,1
