Time,A,B,C
16535.729268573454,16,536,16
16635.73919028712,19,476,20
16735.856394314203,23,428,23
16835.61159428425,8,369,11
16936.04527151302,16,355,12
17035.914238601952,18,286,12
17136.17209543873,27,312,11
17236.36093366946,37,288,11
17336.60586127413,42,259,17
17436.809133746916,47,262,27
17536.691290159386,50,238,16
17636.87631752254,40,242,6
17736.876818246248,36,215,7
17837.040453945217,34,202,11
17937.076678728336,33,168,7
18037.380765659105,45,166,5
18137.43253371791,44,153,6
18237.443453547046,61,141,7
18337.59563942835,59,132,9
18437.63351359136,47,114,3
18537.54143312436,41,83,12
18637.708478411518,44,77,7
18737.730608253114,37,57,11
18837.28499776187,41,51,16
18937.0796459162,45,56,17
19038.098468481407,52,59,20
19137.952118044956,39,46,21
19237.49217238702,44,64,16
19338.679967065727,35,67,13
19439.5937613055,27,58,11
19540.38589979148,26,42,7
19640.22227467349,31,39,9
19740.636068785345,47,43,8
19840.64755259374,58,31,11
19940.602574679233,66,33,11
20040.72443050798,61,24,10
20141.54570340322,77,24,17
20241.675801315694,74,22,9
20341.45711991326,78,29,7
20442.057158850952,72,33,8
20542.220369929648,79,34,7
20642.124129837717,90,24,9
20742.4981792959,81,30,26
20842.7035344396,73,21,30
20943.52399751663,90,21,44
21042.921901197024,86,16,54
21143.7717927901,72,19,52
21243.819920549566,75,19,66
21344.71316684686,85,19,59
21444.81851140769,51,21,65
21545.425825738123,49,17,56
21645.937304563195,55,15,52
21746.388608476114,55,14,48
21846.478330926915,55,16,43
21946.210657959313,53,18,40
22046.594048411356,54,18,39
22146.80175151657,33,15,32
22247.388164776607,33,6,34
22347.37687360637,39,3,55
22447.942423679455,51,3,43
22547.947820132606,42,4,64
22647.320624242453,34,8,75
22747.691628808283,36,9,58
22848.162196675094,35,11,62
22948.2412206233,42,2,73
23049.988464978313,55,1,60
23150.032757896617,52,2,64
23250.407636832835,43,4,100
23350.566073149275,42,10,121
23450.31518966283,46,6,106
23550.881262742467,43,4,117
23651.048716060563,47,1,137
23751.066470654656,44,5,140
23851.227964019385,30,14,101
23951.98289031135,20,23,79
24051.819523368285,29,30,66
24152.07904163031,20,34,58
24253.07117685162,13,33,57
24353.518774583797,9,38,63
24454.562808877457,5,43,56
24554.507029968823,4,26,57
24655.132847447352,2,22,42
24756.190245509817,2,28,38
24856.198951864,1,37,43
24956.127444847276,2,51,40
25056.757839690512,1,66,35
25156.828506014623,0,70,37
25257.241080138363,0,146,29
25357.662994967097,0,233,15
25457.6992014166,0,298,14
25557.96734281583,6,354,10
25657.972387948455,8,322,11
25758.09419340209,9,294,9
25858.18222301933,9,265,10
25957.816100510663,11,234,8
26058.23825876695,29,218,15
26158.27487764547,36,171,16
26258.203359595547,38,136,18
26358.521379623853,38,142,26
26458.55394856564,30,126,23
26557.844107120072,35,132,26
26658.7475957175,32,136,21
26758.987716471183,34,123,21
26858.750286566024,20,116,26
26959.04068549308,32,118,27
27058.81857653427,30,106,21
27158.70399400282,30,118,17
27259.62797418525,26,112,14
27359.656587528138,32,98,16
27458.798542947367,37,99,5
27559.28914978139,42,104,11
27659.951240137583,34,119,22
27760.36201502483,36,96,18
27860.458753389437,28,76,19
27960.908388276872,34,75,24
28061.19499151892,34,46,26
28161.109053125205,33,39,29
28261.618333140552,26,41,22
28360.903107651895,25,38,19
28462.36381407543,13,28,16
28561.769476748654,18,31,14
28662.559554811796,13,39,11
28761.51843362575,17,33,9
28863.21974793743,21,31,4
28963.146670984108,48,18,7
29063.71535342858,67,19,17
29163.890677228923,76,24,32
29263.813201550194,65,28,34
29364.60087336799,75,18,29
29464.328317415955,74,19,34
29565.019418996853,73,11,21
29665.39613976109,59,3,27
29765.601351954585,67,2,41
29865.5207982654,63,1,39
29966.39543995261,51,0,68
30066.37898004625,45,1,94
30166.8292056778,46,0,138
30266.63801384113,41,0,201
30366.961014780925,42,0,264
30467.176545827955,36,0,359
30567.186939573527,24,0,500
30667.188414478227,27,0,545
30767.496836265953,23,0,618
30867.568422955184,19,0,645
30967.57324710226,21,0,688
31067.730006305956,28,0,768
31167.753597242227,21,1,787
31267.883614707513,15,0,826
31367.90152130927,16,0,805
31467.72968504187,25,0,805
31567.967999288576,19,8,833
31667.997214402305,19,19,759
31767.97658271964,12,18,695
31868.113033612826,11,16,656
31968.070447936916,10,18,621
32068.1393847244,13,19,544
32168.164778316775,10,25,434
32268.174370722612,8,30,428
32368.09861727296,1,26,388
32468.013597869558,1,41,340
32568.187503436246,1,42,276
32668.148533756837,0,73,265
32768.217375301836,0,98,268
32868.19917388746,0,120,232
32968.838940812486,0,114,175
33068.908127322386,0,121,150
33169.19508017688,0,194,130
33269.332817617105,0,246,130
33369.38464066873,0,289,90
33469.361370683626,0,384,104
33569.34114436292,0,435,105
33669.51385032953,0,464,94
33769.528459983616,0,519,71
33869.729928967274,0,622,69
33969.77444132697,0,618,57
34069.79740661193,0,609,46
34169.86817093377,0,636,48
34269.9679238556,0,645,32
34369.89871048942,0,703,20
34469.97490834967,0,639,18
34570.038155997216,0,614,21
34670.1030832296,0,700,18
34770.066042451836,0,684,18
34870.165017440246,0,671,17
34970.24367293371,0,652,19
35070.342900927644,0,653,19
35170.31500724812,0,674,17
35270.49707534653,0,685,13
35370.66004862262,0,684,10
35470.6481525108,3,683,19
35570.47228579141,5,632,17
35670.89152296186,16,544,5
35771.17223356475,16,481,2
35871.26704400036,24,505,2
35971.230483654974,33,479,1
36071.29100904177,55,421,1
36171.45848888005,87,358,0
36271.54654581023,90,346,1
36371.57484449789,152,333,1
36471.845714441195,170,296,0
36572.18262086913,183,289,0
36672.15790584913,212,275,0
36772.157023231826,236,237,0
36872.25159817118,292,240,0
36972.27972272099,355,232,0
37072.087893853706,377,226,0
37172.33807535092,475,179,0
37272.43850303034,533,173,0
37372.56388985371,643,168,0
37472.58001455527,689,140,0
37572.68468113788,763,126,0
37672.85500634077,857,102,0
37772.902554347995,925,103,0
37872.89673061782,896,87,0
37972.896095110664,964,71,0
38072.97873189999,922,65,0
38173.02329280787,937,45,0
38273.02681920163,989,51,0
38372.83265744082,967,57,0
38473.05308383648,966,48,0
38572.998838657564,995,39,0
38673.054752034885,1039,43,0
38772.952151749625,1032,43,0
38873.17100578963,1044,44,0
38973.24972687144,1094,23,0
39073.159363137034,987,28,9
39173.236839834666,916,26,13
39273.46002459392,840,25,21
39373.42479476658,759,20,22
39473.510445979875,620,13,18
39573.49293760747,530,8,28
39673.810588659886,513,12,29
39773.84083535642,547,5,33
39873.854793709295,464,3,37
39974.0568476996,425,0,60
40074.185498902894,402,0,45
40174.1660989814,344,0,68
40274.34792766874,289,0,84
40374.5359765659,241,1,111
40474.515374968636,231,1,143
40574.46378591579,222,0,172
40674.62414961122,207,0,220
40774.91213220646,213,0,316
40874.9128975766,190,0,439
40974.95052764285,177,0,577
41074.96574910084,146,0,622
41175.014343418,127,0,637
41275.03131651584,113,0,704
41375.02812158011,96,0,716
41475.174052592796,82,0,762
41575.19652740498,90,0,826
41675.11352076779,78,0,829
41775.3278208018,82,0,872
41875.37007670215,75,0,930
41975.41708090427,62,0,964
42075.444383723676,57,0,1042
42175.39272936143,65,0,1100
42275.47055227507,53,0,1141
42375.468494753506,48,0,1099
42475.48713623248,36,0,1103
42575.531136145815,46,0,1099
42675.53126459388,32,0,1096
42775.53008063621,15,0,1145
42875.579549323185,7,0,1043
42975.57015364767,1,2,1125
43075.61629458461,0,64,1046
43175.65998147353,0,123,916
43275.6563619109,0,191,897
43375.74858817659,0,240,746
43475.68199647167,0,276,708
43575.78477686963,0,332,604
43675.73742231557,0,401,573
43775.8920075484,0,431,491
43875.90066655083,0,502,415
43975.82873190759,0,525,406
44075.91763886026,0,627,393
44176.00693739209,0,633,377
44275.97064797488,0,673,319
44376.073155611004,0,633,307
44476.04154977589,0,658,265
44576.047347880056,0,714,220
44676.132095432724,0,716,179
44776.20789381131,0,765,131
44876.19555469188,0,786,125
44976.20015939138,0,764,97
45076.272705500916,0,803,79
45176.26171815432,0,796,94
45276.53725406935,0,818,81
45376.509485508905,0,789,81
45476.372465011395,0,777,63
45576.59000922864,0,795,49
45676.71553818004,8,870,37
45776.75864321816,10,789,35
45876.90939163348,7,715,33
45976.967702147296,9,651,36
46077.022713192826,10,598,23
46176.988421913804,9,558,27
46277.0725469175,8,493,26
46377.15581230283,8,413,27
46476.978287003796,8,355,25
46577.29883052063,10,350,22
46677.53062184545,6,309,5
46777.37458462024,4,247,2
46877.62611349149,5,224,1
46977.62576695994,12,207,0
47077.637509892294,30,228,0
47178.158454311284,72,195,1
47278.022304739905,94,186,1
47378.24490501133,124,172,1
47478.341346462774,145,178,0
47578.453660343024,168,134,1
47678.31957296403,189,126,0
47778.571073470186,250,107,0
47878.56425717938,301,93,0
47978.84040220937,378,83,0
48079.17439270704,460,61,0
48179.14136325079,511,42,2
48279.27426726966,495,49,7
48379.293294201336,463,35,3
48479.32420534836,416,42,8
48579.29720514008,366,24,4
48679.57954441958,344,28,9
48779.59130230192,313,26,15
48879.6715022994,290,11,18
48979.85894147189,271,5,20
49079.811644628535,267,3,26
49179.86657913903,231,3,21
49279.65399161342,194,0,50
49380.02832106967,192,0,120
49480.15593184564,203,0,167
49579.82815302672,177,0,223
49680.154042609,166,0,343
49780.35421455383,142,0,429
49880.35424331603,104,6,468
49980.50936069484,95,9,487
50080.510463392064,81,5,451
50180.5386875397,69,8,452
50280.5267616311,63,6,409
50380.672222931054,51,7,365
50480.43799271522,41,12,390
50580.46316921008,43,11,313
50680.82312212925,49,14,284
50780.85254811854,41,15,253
50880.932331318065,31,26,247
50980.27115631493,29,13,248
51081.33652011187,42,6,211
51181.240300852995,41,1,223
51281.257525194356,37,1,244
51381.19813329679,29,1,278
51481.422105421094,18,0,282
51581.737079775485,14,1,293
51681.81288244137,13,0,292
51781.760078450105,17,1,298
51881.87784883866,19,0,268
51981.933199601954,17,0,349
52082.13902929159,13,0,384
52182.199439005446,2,0,446
52282.24773787813,3,8,500
52382.29680754707,0,39,468
52482.32997048557,0,134,487
52582.30556548886,0,167,474
52682.424418378105,0,225,412
52782.37374743871,0,319,357
52882.47266693399,0,395,327
52982.53016736079,0,464,294
53082.57219448218,0,501,257
53182.70772495185,0,532,223
53282.63481702207,0,558,216
53382.75446460995,0,567,232
53482.803786390985,0,616,184
53582.79837698153,0,638,172
53682.80007738721,0,647,166
53782.9840622171,0,705,152
53882.95661714303,4,698,132
53983.076258181565,8,620,174
54083.175803111495,6,523,168
54183.22872001067,12,457,140
54283.710055922566,10,444,109
54383.49126534866,7,422,105
54483.881798650145,10,367,116
54584.08390524762,14,321,108
54684.07978216943,9,301,68
54784.26093771734,10,288,70
54884.16298904742,15,281,71
54984.32318212749,13,210,64
55084.646275954336,13,200,41
55184.65464105604,20,192,37
55284.575981514565,15,219,34
55384.990049261425,26,203,40
55485.06332469333,21,179,34
55585.126196832796,22,139,33
55685.42850805933,31,157,25
55785.24418520562,21,156,33
55885.5843047766,12,149,28
55985.65941162739,9,145,19
56085.20721691792,8,100,16
56186.18190950562,7,113,10
56286.41391953437,6,128,11
56386.94789533891,3,120,11
56486.860743071185,1,130,11
56587.418731703794,0,147,11
56687.31536691248,1,168,12
56787.76656870909,0,185,13
56887.61815066278,1,211,12
56988.278288957525,8,210,6
57088.31431485473,12,203,8
57187.903545145185,13,186,7
57288.67638687372,25,185,7
57388.951504311546,21,157,5
57488.96318793667,24,155,10
57589.04660396707,30,169,3
57689.17759830952,45,141,1
57789.22817600563,55,142,1
57889.444366407224,77,111,0
57989.85041104072,106,115,0
58089.99777564001,137,85,0
58190.01727628042,195,74,0
58290.22614458613,270,76,0
58390.676182585994,356,74,0
58490.90001547276,388,52,7
58591.01283755387,419,63,4
58691.135002033625,389,50,1
58791.145110486636,421,53,0
58891.01150609755,439,51,0
58990.83852539622,533,46,4
59091.254282535396,508,43,7
59191.46104745853,504,50,3
59291.58635905287,565,38,7
59391.60782369305,491,39,7
59491.82418449659,433,44,8
59591.87885097491,396,42,5
59692.089834105755,375,29,11
59791.87644287786,366,30,17
59892.404990175244,357,27,20
59992.403831135285,351,15,15
60092.39768372318,337,18,12
60192.53732609703,313,20,19
60292.72962294882,278,13,27
60392.989978749116,263,19,28
60492.989630715456,218,25,33
60592.7263499386,197,21,38
60693.213358524146,170,9,54
60793.159285556256,142,5,50
60893.30107192781,132,2,38
60994.341147480205,144,0,44
61094.91928439626,140,0,93
61194.94548145197,120,0,155
61294.956622585065,108,0,222
61395.11385433507,110,0,273
61494.96050602904,112,0,352
61595.5310218978,94,0,384
61695.48464854882,102,0,415
61795.57392811677,90,0,456
61895.47983258193,100,0,528
61995.67643340064,89,0,632
62095.711607210294,62,0,698
62195.735477271126,48,0,759
62295.83787723843,42,0,755
62395.867023717896,32,0,919
62495.86263806162,22,5,960
62595.8723737297,19,10,951
62695.92840242974,11,8,883
62795.89331549765,10,18,822
62896.02128549805,10,21,721
62996.0265795647,11,20,649
63096.03032267688,7,40,579
63195.99518813253,1,44,552
63296.10825538188,0,71,518
63395.81648251823,1,92,458
63496.3843147478,0,140,429
63596.29154438921,1,134,375
63696.44066311408,1,137,355
63796.47156376697,0,162,342
63896.72989927413,0,194,326
63996.66187026119,0,242,294
64096.944292734566,0,290,273
64196.9835266383,0,395,290
64296.97144799121,0,391,277
64397.06516575655,0,366,270
64497.127632869786,0,419,238
64597.15001798481,0,495,206
64697.17642591753,0,595,182
64797.200423001916,3,648,164
64897.120888155776,3,636,162
64997.32626613069,8,628,117
65097.30722296733,7,577,109
65197.32502047289,7,503,111
65297.31649430921,13,471,118
65397.35848656337,11,439,104
65497.464568765514,13,454,96
65597.4519348394,4,367,84
65697.67985494848,7,318,52
65797.72124560633,4,287,34
65898.13657922448,1,287,43
65998.47612844195,0,275,25
66098.08374337431,0,267,22
66198.47590217383,0,309,15
66298.7377109199,4,299,16
66398.75809451201,10,303,11
66498.72334265048,6,308,9
66598.96975370022,10,274,9
66699.36286993048,13,263,7
66799.38867993947,19,232,6
66899.58455990984,24,247,9
66999.70007509606,19,197,10
67099.39524614188,14,181,10
67199.98889757357,8,180,10
67300.15176740178,6,177,8
67400.03306436358,12,167,9
67500.1806072963,25,152,7
67600.47926455986,22,122,5
67700.45961016376,33,105,2
67801.04983181355,36,102,0
67901.28623336207,74,93,0
68001.90659763617,93,107,0
68102.02636082216,117,94,1
68202.07774438453,149,83,1
68301.89258853643,164,99,1
68402.18901028184,158,86,0
68501.8412264954,188,72,0
68602.36448542499,249,52,0
68702.29115077609,309,53,0
68802.55575941417,443,65,0
68902.74966508165,489,57,0
69002.6524050068,540,41,0
69102.74678317284,582,48,0
69202.96647390889,592,47,0
69302.85293680556,625,40,0
69402.96978773472,674,40,0
69503.12820373672,739,29,0
69603.15541809393,779,14,4
69703.16301578625,778,11,10
69803.17430369536,671,14,9
69903.2613652501,668,13,3
70003.25841404256,627,13,1
70103.43314455243,559,12,0
70203.30253574478,502,13,0
70303.55911284738,490,9,6
70403.59524434003,421,14,16
70503.76244994138,393,6,22
70603.71612958751,339,11,30
70703.78804607246,270,7,34
70803.88784190372,265,9,47
70903.9106962088,264,9,54
71003.62606394643,241,13,49
71104.82000913615,215,14,54
71204.72311505368,210,9,53
71304.97962079158,182,13,82
71405.27249310179,200,9,72
71505.30423621488,159,4,67
71605.55027632492,147,0,91
71705.4782077441,153,0,133
71805.55546112364,130,0,242
71905.65609144978,133,0,296
72005.59532645429,115,0,399
72105.55060995795,109,0,518
72205.63787276656,90,0,553
72305.80640585657,91,0,613
72405.84787516852,64,0,692
72505.84967617595,54,0,790
72605.8482072258,53,0,815
72705.82060981948,49,0,867
72805.91279451242,52,0,865
72905.92902757225,40,0,828
73005.89526038276,38,0,890
73106.00381380515,27,0,986
73205.99711340977,23,0,1067
73305.99540933105,25,5,991
73406.03760180037,33,5,949
73505.87863719928,28,1,827
73606.08840631101,25,0,833
73706.14664442772,29,0,772
73806.19933952882,26,10,803
73906.13595028293,29,8,764
74006.2946032621,23,8,642
74106.33023116546,18,10,561
74206.15835610432,26,15,525
74306.39519959445,28,23,519
74406.43883199374,24,16,458
74506.43518330838,24,11,392
74606.65734244151,23,7,378
74706.2039118052,19,7,307
74806.86935568127,19,9,337
74906.84394647408,19,10,324
75007.06695554106,23,10,308
75107.06150640869,15,12,284
75206.96795901856,14,25,236
75307.78090538707,11,15,215
75408.09346313404,14,14,200
75508.13000043346,11,25,156
75608.78882093409,8,31,151
75708.96101266811,10,23,140
75809.00979900936,11,27,114
75908.92968896852,16,31,119
76008.55497499541,27,18,99
76109.56693712724,18,30,96
76209.82583186663,20,36,80
76309.75377013157,14,22,61
76410.1453768141,8,23,79
76510.03537247989,7,26,65
76610.96363255633,8,14,64
76710.61425661572,4,21,69
76810.83658474783,5,31,61
76911.26356822933,2,42,63
77011.8210596954,5,44,50
77111.51556628614,4,51,41
77212.51989364951,5,62,32
77312.80758209426,6,74,18
77412.5050668241,2,95,15
77513.13967360399,2,104,19
77612.45447184521,1,121,17
77713.86699776394,0,122,19
77814.34680186318,0,172,18
77914.43887709791,0,191,16
78014.4743481833,0,244,18
78114.38903074227,0,327,23
78214.63978554538,0,375,23
78314.68119324412,0,420,25
78414.6602591375,0,478,21
78514.94226263084,0,418,20
78615.02995665568,0,475,21
78715.02840392849,0,497,17
78815.12055260211,4,540,12
78915.07612746765,17,545,5
79015.1321108846,11,553,1
79115.27797204738,24,491,0
79215.27553401749,40,420,0
79315.48515679842,94,385,0
79415.62347402253,167,295,0
79515.59792917052,237,257,0
79615.78715704946,306,290,0
79715.85726122675,410,253,0
79815.88931303694,532,246,0
79916.00120900353,656,194,0
80015.99035064143,712,201,0
80116.01445176269,773,156,0
80216.0816953415,769,131,0
80316.12314208863,798,135,0
80416.16997070963,793,120,0
80516.13805713052,881,117,0
80616.26910313788,874,121,0
80716.27795228899,834,115,0
80816.27489059065,850,116,0
80916.29557082002,873,100,0
81016.28473277869,918,117,0
81116.39606517646,904,104,0
81216.34544273939,907,92,0
81316.41807699358,916,80,0
81416.41750233306,877,69,0
81516.39234132023,908,74,0
81616.54528265247,822,64,0
81716.61773485588,807,61,0
81816.41526521507,771,57,0
81916.67754731954,796,66,0
82016.71152816349,838,69,0
82116.75141785863,981,55,0
82216.80802564441,944,48,2
82316.83341411156,947,45,6
82416.95642959689,909,38,12
82517.0702278602,844,31,16
82617.08436605305,745,31,18
82717.0490826536,625,27,15
82817.23549896885,587,20,21
82917.49820944773,504,19,29
83017.67605432222,429,15,22
83117.86068137111,359,13,23
83217.95457107744,324,11,27
83318.05613617065,305,12,41
83418.1142919284,295,8,38
83518.36160991112,279,5,35
83618.35529041376,270,0,40
83718.45610365778,232,0,110
83818.5317516379,217,0,220
83918.98578977553,194,0,284
84019.2016201548,164,0,394
84119.32885929808,150,0,446
84219.35257436802,152,0,592
84319.43176187773,144,0,663
84419.43559080559,120,0,711
84519.46533177218,96,0,712
84619.68925680415,66,0,690
84719.68103852487,54,0,740
84819.59613284511,46,5,746
84919.67494336671,44,11,766
85019.75602554268,46,7,768
85119.79912416471,45,8,664
85219.8040932813,43,10,633
85320.03876908924,27,8,617
85420.05984979247,24,11,621
85520.08324940146,20,9,548
85620.36314211923,20,10,480
85720.54159769621,15,4,426
85820.585263794,12,3,402
85920.99154968237,7,10,396
86021.09591265483,8,6,342
86121.0824375159,4,19,290
86221.18316414606,8,32,281
86321.22326010255,10,38,231
86421.5422463905,5,51,204
86521.63518510113,7,48,178
86621.80919648398,10,53,158
86721.87487472004,11,57,148
86822.08272818748,13,57,116
86922.30273230183,8,42,114
87022.5339271133,14,48,102
87122.96718301288,17,43,87
87223.27509430048,16,43,83
87323.48843359452,13,35,54
87423.59641881639,8,34,43
87523.65543758041,19,29,38
87624.63072180038,20,21,18
87724.10678194097,27,17,10
87825.12792588276,18,17,7
87925.34194636527,28,15,2
88025.3215713608,37,22,1
88125.53092739418,69,25,0
88226.08586047859,126,22,0
88326.42094795793,131,8,5
88426.34539304313,129,2,11
88526.47611328126,147,0,12
88626.60624811308,138,0,44
88726.88652127588,152,0,79
88826.99287850539,132,0,181
88926.74579364176,100,0,286
89027.12898548257,76,0,395
89127.2262570268,79,0,496
89227.39224496929,62,0,613
89327.5764532606,39,0,707
89427.5828154209,29,3,766
89527.65901095723,44,4,832
89627.75420484837,39,6,804
89727.79545237485,29,14,730
89827.86471334014,27,13,731
89927.84907691223,22,16,684
90027.91947316933,32,19,577
90128.07608809034,31,15,503
90228.17872389781,31,14,445
90328.21188550263,36,16,403
90428.1291023666,21,14,378
90528.2985934436,24,19,307
90628.52793876242,24,21,283
90728.91555456909,20,18,293
90829.31922011991,25,18,260
90929.11229508687,12,22,240
91029.42919604381,11,21,221
91129.6651150286,9,23,200
91229.9798606634,4,23,169
91330.07382391793,8,29,142
91430.06053899572,15,26,129
91530.442349184,21,36,145
91629.77142923551,20,25,137
91730.75410881138,26,30,130
91830.54474896495,22,29,101
91931.27653025475,26,38,90
92031.24941923474,20,33,66
92131.80582702516,21,36,59
92231.84918469883,17,33,51
92332.7171869947,9,30,69
92433.01205161064,2,19,68
92533.05145093836,2,18,48
92633.27518756292,1,38,45
92733.63400322679,0,72,38
92833.56838312956,0,149,27
92934.11172254264,0,218,20
93034.24468658156,0,272,17
93134.27884595437,0,312,21
93234.46018986708,0,341,18
93334.46960294049,0,352,15
93434.38034752884,8,393,18
93534.6413955782,5,415,26
93634.58677713489,4,368,14
93735.18614384836,0,348,7
93834.8101994181,0,306,15
93935.33320656912,0,323,11
94035.49055851092,0,381,13
94135.57470451835,0,402,16
94235.63744368734,0,438,8
94335.79260647867,0,509,11
94435.91803114804,3,507,12
94535.87476736112,8,518,6
94636.04037402314,11,462,4
94736.19324433502,22,441,2
94836.0399011328,21,420,1
94936.1774754013,61,348,0
95036.30989765112,131,323,0
95136.36388024177,212,332,0
95236.5029078477,306,282,0
95336.59523099817,411,233,0
95436.66969556722,409,220,0
95536.62713394579,413,168,0
95636.69242826941,487,172,0
95736.71897928047,541,166,0
95836.8964542962,570,138,0
95936.95153883634,626,151,0
96036.92003403466,606,140,0
96137.0642105573,650,124,0
96237.05418360743,626,102,0
96337.14829687006,766,76,0
96437.16443472721,768,73,0
96537.19038789897,778,69,0
96637.4896810076,769,53,0
96737.62614815135,768,36,0
96837.65228685043,848,38,0
96937.6631880946,918,36,0
97037.75098867327,933,32,0
97137.77855310103,984,36,0
97237.70631498922,945,25,0
97337.92680618768,913,18,0
97437.9802874181,920,13,6
97538.061325625,844,14,2
97638.09287457938,843,24,0
97738.09362194444,765,13,10
97838.10762253772,696,14,13
97938.11650486609,615,8,15
98038.29062990371,628,6,16
98138.17986806354,538,7,7
98238.16353181467,474,10,7
98338.39708899318,422,11,15
98438.54009905795,399,14,20
98538.65424840078,348,7,15
98638.31097327484,273,7,25
98738.67973370303,227,4,25
98838.71480995565,179,2,30
98938.6417284288,146,2,33
99038.91866334192,121,1,35
99138.93995162165,97,0,76
99239.53012677889,70,0,159
99339.16676383071,59,0,264
99440.02962579156,49,0,348
99540.29471426392,46,0,423
99640.38453125526,37,0,476
99740.38438157868,34,0,516
