Time,sp_0,sp_1,sp1,sp2,sp_2
1384.9456035862236,2210,2460,4290,4769,162
1391.8416738754197,2205,2459,4295,4778,159
1398.9600108656452,2199,2467,4301,4791,156
1406.1012123741575,2192,2464,4308,4794,156
1413.2740614216198,2186,2468,4314,4793,156
1420.335928352282,2176,2481,4324,4794,153
1427.3484055251743,2170,2495,4330,4797,151
1434.4808563553627,2165,2499,4335,4803,149
1441.2463359551969,2158,2498,4342,4802,149
1448.5083300420276,2151,2497,4349,4803,148
1455.7483169431591,2147,2498,4353,4794,148
1462.7463099757197,2138,2471,4362,4796,154
1469.8650860926928,2131,2471,4369,4800,154
1476.9594484610438,2127,2464,4373,4801,148
1483.9775086559016,2117,2458,4383,4798,146
1491.0258163769297,2111,2461,4389,4804,144
1498.015577256366,2108,2455,4392,4808,143
1505.0225267815254,2100,2429,4400,4808,143
1512.0682501915292,2095,2447,4405,4814,136
1519.0758459023757,2088,2452,4412,4825,131
1526.019512516143,2082,2468,4418,4823,129
1533.0187827538448,2076,2486,4424,4832,129
1540.0808407618374,2070,2485,4430,4844,127
1546.9375217025129,2062,2491,4438,4837,126
1554.1446463812586,2055,2498,4445,4839,124
1561.1582675256032,2051,2478,4449,4841,122
1568.1966957401692,2050,2499,4450,4842,122
1575.2274333031373,2043,2526,4457,4842,121
1582.3021871890114,2039,2543,4461,4836,122
1589.4380674552108,2035,2545,4465,4838,125
1596.3751033303326,2031,2550,4469,4836,123
1603.5001775628887,2025,2544,4475,4833,120
1610.5055700455002,2021,2525,4479,4838,121
1617.534887624682,2020,2519,4480,4839,119
1624.5406673631164,2017,2525,4483,4840,117
1631.619731449493,2015,2508,4485,4842,116
1638.7048880460675,2010,2495,4490,4850,111
1645.7086302343523,2003,2503,4497,4850,111
1652.7823201805952,1999,2514,4501,4849,110
1659.8774376278066,1998,2543,4502,4846,109
1666.9105539931613,1992,2566,4508,4845,107
1673.9935280261504,1991,2559,4509,4846,104
1681.0872467629736,1989,2562,4511,4845,100
1688.0367807619027,1984,2577,4516,4848,101
1695.1940202861533,1981,2559,4519,4856,101
1702.0884718454047,1978,2548,4522,4859,99
1709.2816346587956,1972,2562,4528,4858,97
1716.3216259018093,1969,2539,4531,4861,96
1723.3897782936924,1960,2533,4540,4865,96
1730.4313957248326,1958,2539,4542,4868,94
1737.464403675129,1949,2549,4551,4876,90
1744.4913593015528,1944,2544,4556,4877,89
1751.5240778087466,1942,2548,4558,4874,86
1758.486435430223,1938,2567,4562,4877,86
1765.5289247901705,1930,2559,4570,4881,84
1772.722309932645,1930,2550,4570,4881,83
1779.7485288655773,1926,2544,4574,4881,83
1786.7588745707415,1922,2545,4578,4882,83
1793.7940406049997,1916,2552,4584,4885,82
1800.8158585283932,1912,2553,4588,4891,81
1807.8400281347124,1911,2555,4589,4891,79
1814.8724610739657,1908,2565,4592,4890,77
1822.0233876801249,1906,2570,4594,4890,75
1828.8661478334413,1904,2567,4596,4895,76
1836.0714926454505,1903,2564,4597,4896,75
1843.1021269784646,1900,2561,4600,4900,74
1850.1175616468943,1899,2559,4601,4896,71
1857.2110755823294,1893,2573,4607,4893,70
1864.2272647971745,1890,2571,4610,4897,73
1871.099280620459,1887,2547,4613,4901,72
1878.388740056005,1882,2542,4618,4901,72
1885.4459190784214,1881,2543,4619,4901,65
1892.5711442990557,1878,2543,4622,4905,65
1899.6095135441499,1875,2562,4625,4908,64
1906.6960139908733,1870,2567,4630,4905,65
1913.820534710594,1869,2595,4631,4907,63
1920.8586909240123,1868,2605,4632,4906,59
1927.906910382586,1865,2600,4635,4906,58
1934.9113804106921,1861,2593,4639,4909,58
1941.9461480510186,1858,2615,4642,4907,57
1949.0147144463344,1855,2613,4645,4906,55
1956.0148692910611,1851,2596,4649,4912,54
1963.0170214879533,1850,2607,4650,4913,53
1970.1428639320002,1846,2611,4654,4912,53
1977.0264670289703,1843,2624,4657,4913,57
1984.2737933636597,1842,2634,4658,4913,59
1991.3317969145783,1837,2641,4663,4915,57
1998.3906067718056,1833,2641,4667,4917,57
2005.509723357672,1832,2652,4668,4915,57
2012.4930567076533,1831,2654,4669,4917,53
2019.5269353683234,1831,2651,4669,4921,52
2026.6359866748269,1829,2619,4671,4926,51
2033.5705002278169,1826,2626,4674,4921,50
2040.6723666732757,1825,2632,4675,4922,51
2047.679005983587,1822,2635,4678,4921,52
2054.7097022757384,1821,2638,4679,4920,51
2061.701268793986,1818,2624,4682,4924,48
2068.738685590717,1814,2600,4686,4928,45
2075.710133617838,1810,2588,4690,4932,45
2082.753782646304,1808,2600,4692,4937,44
2089.840259413568,1807,2596,4693,4938,44
2097.1359021350095,1803,2605,4697,4934,42
2104.079659607243,1799,2609,4701,4928,39
2111.2100367478433,1794,2585,4706,4928,38
2118.0462936515582,1789,2572,4711,4934,37
2125.208763393394,1787,2563,4713,4936,37
2132.2634247925025,1786,2544,4714,4933,37
2139.3263712008757,1781,2534,4719,4944,37
2146.3364289105634,1777,2542,4723,4939,37
2153.2644398378143,1777,2545,4723,4940,37
2160.334177802673,1774,2557,4726,4935,37
2167.3647393551287,1771,2565,4729,4940,37
2174.42953501419,1767,2584,4733,4941,37
2181.384213351453,1766,2590,4734,4941,37
2188.5004563812477,1764,2592,4736,4942,36
2195.679378446629,1762,2600,4738,4942,36
2202.652108070306,1760,2599,4740,4939,37
2209.8321781661984,1759,2571,4741,4944,35
2216.894485068255,1757,2570,4743,4947,35
2223.986950294376,1756,2574,4744,4946,36
2231.0375347080053,1754,2570,4746,4942,38
2237.894329998324,1752,2561,4748,4943,38
2244.9773003029363,1750,2570,4750,4944,38
2252.307388105885,1750,2587,4750,4943,39
2259.3333128741538,1749,2587,4751,4942,36
2266.471133336746,1747,2591,4753,4943,36
2273.568944883757,1744,2580,4756,4942,35
2280.567158817975,1743,2593,4757,4939,35
2287.5378192770913,1740,2583,4760,4945,34
2294.626024471979,1735,2577,4765,4944,35
2301.658900664616,1735,2580,4765,4944,33
2308.672701550671,1735,2600,4765,4944,32
2315.761508573128,1733,2602,4767,4946,33
2322.7934934833947,1730,2610,4770,4950,34
2329.619634381433,1729,2602,4771,4948,33
2336.8116395586167,1728,2600,4772,4943,30
2343.8292010143746,1726,2608,4774,4944,31
2350.9902271344645,1724,2606,4776,4939,30
2358.0826566182245,1723,2605,4777,4948,32
2365.1090785023357,1721,2600,4779,4950,31
2372.056734085196,1719,2599,4781,4948,30
2379.122770753585,1713,2606,4787,4949,30
2386.2309499171065,1710,2606,4790,4947,27
2393.4202881714655,1708,2614,4792,4949,27
2400.5347919262285,1708,2616,4792,4947,29
2407.6081052863633,1708,2614,4792,4947,30
2414.4390552324135,1706,2600,4794,4949,29
2421.606775082545,1704,2605,4796,4945,27
2428.5748767737937,1704,2622,4796,4951,29
2435.700958161795,1704,2609,4796,4953,27
2442.7359094448543,1703,2596,4797,4958,27
2449.878032578316,1702,2621,4798,4959,27
2456.809641350813,1702,2622,4798,4952,27
2463.8981108375456,1697,2626,4803,4954,28
2470.984708486668,1696,2627,4804,4956,27
2478.073776832283,1694,2620,4806,4957,27
2485.1181773424228,1693,2644,4807,4955,28
2492.14493474666,1690,2621,4810,4958,26
2499.1085186655137,1689,2610,4811,4961,24
2506.31996125263,1689,2612,4811,4959,23
2513.303270694616,1688,2621,4812,4956,23
2520.399684984196,1685,2615,4815,4955,25
2527.2805060024334,1683,2614,4817,4953,27
2534.493320605445,1683,2607,4817,4951,27
2541.642630903563,1683,2604,4817,4953,28
2548.8651642135046,1682,2605,4818,4952,30
2555.8620241553986,1680,2623,4820,4955,31
2562.9647343207253,1676,2609,4824,4955,31
2569.9975677807333,1674,2610,4826,4957,30
2577.058288832659,1673,2639,4827,4960,29
2583.968697609892,1673,2634,4827,4955,28
2591.167328522919,1673,2615,4827,4956,28
2598.244602443871,1673,2622,4827,4956,29
2605.1738874387297,1670,2633,4830,4958,29
2612.388566335515,1669,2623,4831,4958,31
2619.3207167534933,1669,2637,4831,4958,29
2626.347650425699,1669,2638,4831,4954,29
2633.4122951986405,1669,2629,4831,4953,30
2640.5004590387844,1669,2636,4831,4953,29
2647.567932081642,1668,2656,4832,4953,29
2654.475346141811,1668,2638,4832,4955,29
2661.636366767535,1667,2626,4833,4960,26
2668.7058822299923,1666,2629,4834,4960,24
2675.6936893719962,1666,2629,4834,4959,24
2682.746201701621,1665,2632,4835,4963,24
2689.762644992985,1663,2641,4837,4964,24
2696.751192949553,1663,2635,4837,4967,24
2703.8719340217285,1662,2637,4838,4966,24
2710.8676157447444,1661,2636,4839,4965,22
2717.9374657064805,1660,2624,4840,4970,20
2725.0137664202525,1658,2607,4842,4970,19
2731.935248022457,1658,2613,4842,4965,18
2738.963934057545,1657,2621,4843,4969,18
2746.018288349093,1656,2625,4844,4972,19
2753.053671203715,1653,2628,4847,4970,20
2760.0796699467164,1652,2633,4848,4972,19
2767.1938489033105,1652,2636,4848,4972,18
2774.2568301279503,1652,2648,4848,4974,19
2781.338259450049,1652,2645,4848,4975,19
2788.407518367856,1652,2662,4848,4973,19
2795.3707630413833,1650,2651,4850,4974,19
2802.3505859887614,1648,2646,4852,4976,19
2809.648115107548,1646,2626,4854,4972,17
2816.4715000773776,1645,2622,4855,4976,15
2823.740681818655,1644,2629,4856,4976,14
2830.8359971788805,1642,2621,4858,4977,14
2837.8923252686745,1638,2615,4862,4976,16
2844.8574108953244,1638,2606,4862,4976,15
2851.8865916662958,1635,2608,4865,4975,15
2859.063063846974,1632,2605,4868,4974,14
2866.0698705480063,1632,2624,4868,4977,14
2872.9884084241517,1631,2625,4869,4974,16
2880.1223416663324,1631,2614,4869,4972,15
2887.173339627117,1629,2610,4871,4972,15
2894.0061883500466,1628,2601,4872,4973,15
2901.1844648439987,1628,2598,4872,4971,14
2908.2072732752445,1628,2591,4872,4973,13
2915.3516790961876,1628,2596,4872,4976,13
2922.3473396240215,1626,2588,4874,4978,14
2929.3384624011337,1622,2597,4878,4977,14
2936.383168192551,1621,2577,4879,4976,14
2943.3872250079507,1619,2581,4881,4975,14
2950.491523381612,1618,2581,4882,4975,14
2957.5866531012343,1616,2579,4884,4973,12
2964.6290747259786,1614,2589,4886,4975,12
2971.6553562430695,1613,2586,4887,4981,13
2978.6880502727267,1612,2594,4888,4983,13
2985.594180265482,1611,2602,4889,4982,13
2992.816519480325,1611,2610,4889,4981,13
2999.871983744754,1611,2618,4889,4978,13
3006.8375013350264,1609,2605,4891,4980,13
3013.8977606129943,1608,2603,4892,4983,13
3020.84517228054,1608,2607,4892,4983,13
3028.000293965256,1606,2624,4894,4982,12
3035.0290436269465,1605,2626,4895,4979,12
3042.107906341411,1605,2649,4895,4978,13
3048.9131224094244,1603,2663,4897,4980,13
3056.138970030835,1603,2667,4897,4983,13
3063.195819219879,1603,2661,4897,4980,13
3070.300121890583,1602,2668,4898,4979,14
3077.2994820106805,1602,2668,4898,4979,12
3084.2368694727174,1602,2677,4898,4981,12
3091.397689447825,1601,2684,4899,4980,13
3098.3948571186866,1601,2706,4899,4977,12
3105.5708472134334,1601,2705,4899,4975,12
3112.5697579112834,1601,2694,4899,4978,12
3119.570258615844,1601,2697,4899,4977,13
3126.521099396422,1598,2696,4902,4978,13
3133.657710186515,1597,2693,4903,4979,12
3140.6567932715407,1597,2687,4903,4979,13
3147.761574907121,1597,2709,4903,4981,13
3154.772738432772,1597,2714,4903,4980,13
3161.7457110720043,1596,2715,4904,4978,13
3168.8613003980445,1596,2704,4904,4976,13
3175.9019019812313,1596,2705,4904,4977,14
3182.9529092729513,1595,2705,4905,4979,14
3189.95587816992,1595,2691,4905,4976,14
3196.966905811831,1595,2682,4905,4975,14
3203.950524170315,1595,2670,4905,4973,14
3211.0293813286867,1595,2671,4905,4974,12
3217.9744853667826,1595,2670,4905,4974,12
3225.09270372649,1595,2671,4905,4977,12
3232.2413779929884,1594,2668,4906,4977,13
3239.3654621137493,1594,2658,4906,4975,13
3246.446306028294,1594,2633,4906,4978,13
3253.4662608032436,1593,2626,4907,4980,13
3260.4504731107245,1593,2606,4907,4981,12
3267.475966053947,1593,2602,4907,4978,12
3274.547153193483,1593,2616,4907,4981,12
3281.522186638768,1591,2626,4909,4977,12
3288.5121988327837,1589,2635,4911,4977,12
3295.6869140011227,1588,2645,4912,4976,13
3302.6621655197646,1588,2641,4912,4977,12
3309.6436769268566,1587,2629,4913,4978,12
3316.595491171393,1586,2622,4914,4980,13
3323.702283442355,1585,2634,4915,4977,15
3330.6896315583986,1585,2626,4915,4979,15
3337.8212744544358,1584,2613,4916,4979,14
3344.847350615079,1583,2602,4917,4979,14
3351.916152395896,1583,2604,4917,4981,13
3358.9195230346154,1582,2640,4918,4982,12
3366.026513751437,1581,2637,4919,4979,13
3372.906989586517,1581,2624,4919,4980,13
3380.048881182983,1581,2618,4919,4980,13
3387.0388329537127,1581,2623,4919,4977,13
3394.0766672464315,1581,2613,4919,4974,13
3401.239952299738,1580,2602,4920,4974,13
3408.1875027981923,1580,2614,4920,4976,13
3415.3775681471643,1578,2608,4922,4979,14
3422.385889523265,1578,2595,4922,4978,13
3429.383789211694,1578,2599,4922,4978,13
3436.424168669039,1576,2600,4924,4977,13
3443.534485617364,1576,2621,4924,4980,12
3450.5367684990892,1576,2631,4924,4978,11
3457.554293794011,1576,2639,4924,4978,11
3464.683341169398,1576,2649,4924,4981,12
3471.658660194746,1576,2654,4924,4980,12
3478.8002158336017,1575,2650,4925,4984,12
3485.7932999620366,1571,2653,4929,4984,12
3492.848398865759,1569,2660,4931,4983,12
3499.8165859210962,1568,2671,4932,4981,12
3506.841204026908,1568,2669,4932,4984,12
3513.896899257991,1568,2666,4932,4984,12
3520.9424090939806,1568,2644,4932,4985,12
3528.0314350828626,1568,2646,4932,4985,12
3535.062045570454,1568,2649,4932,4985,12
3542.0246293551963,1568,2659,4932,4986,11
3549.113183470981,1567,2642,4933,4983,11
3556.1458009634002,1566,2634,4934,4982,11
3563.216247047657,1566,2631,4934,4983,12
3570.2817047328285,1566,2641,4934,4983,10
3577.2769770818236,1566,2645,4934,4982,8
3584.2535342766387,1566,2634,4934,4987,9
3591.323746207099,1566,2629,4934,4987,9
3598.310647970522,1566,2618,4934,4987,10
3605.2776746807103,1566,2604,4934,4987,10
3612.3499188204787,1565,2611,4935,4988,10
3619.396362246175,1565,2644,4935,4988,10
3626.414981606014,1565,2641,4935,4987,10
3633.350945947438,1564,2641,4936,4987,11
3640.529742372806,1564,2657,4936,4983,12
3647.569594608772,1563,2657,4937,4984,12
3654.451587168234,1563,2650,4937,4982,12
3661.72432579802,1562,2661,4938,4981,12
3668.880979678481,1562,2659,4938,4982,12
3675.932690166095,1562,2648,4938,4984,13
3682.9643370413714,1562,2645,4938,4982,13
3690.034097799217,1562,2642,4938,4982,13
3697.0364807405,1561,2639,4939,4983,13
3704.108402844199,1561,2633,4939,4983,13
3710.9451568154336,1561,2660,4939,4982,13
3718.1867453127575,1561,2682,4939,4981,13
3725.0922032286003,1560,2689,4940,4980,14
3732.192405279179,1559,2685,4941,4981,14
3739.3243118144524,1559,2715,4941,4981,14
3746.3221034957787,1558,2732,4942,4981,14
3753.366594816916,1555,2731,4945,4980,14
3760.4619839771367,1555,2731,4945,4981,14
3767.5135984297044,1553,2731,4947,4984,14
3774.508858204011,1553,2735,4947,4984,14
3781.6018257319065,1553,2731,4947,4984,14
3788.6353874435667,1551,2727,4949,4982,14
3795.503629495021,1551,2696,4949,4981,13
3802.5942223451534,1551,2686,4949,4981,13
3809.5787772898484,1551,2669,4949,4982,13
3816.674700485584,1551,2655,4949,4984,13
3823.716470911933,1551,2664,4949,4984,13
3830.850288832905,1551,2666,4949,4983,13
3837.559046355906,1551,2677,4949,4983,12
3844.8765211790364,1551,2669,4949,4982,12
3851.8859309157733,1550,2675,4950,4983,12
3858.9372160877824,1550,2662,4950,4984,12
3866.1455415968894,1550,2650,4950,4982,11
3873.1410803821545,1550,2650,4950,4983,11
3880.182347679727,1550,2642,4950,4985,11
3887.2573187144867,1550,2622,4950,4985,12
3894.247678574624,1550,2617,4950,4987,12
3901.290357789861,1550,2613,4950,4984,12
3908.277612454473,1550,2606,4950,4984,12
3915.2901337653543,1550,2620,4950,4986,12
3922.3254674221694,1550,2637,4950,4985,12
3929.415204294346,1549,2633,4951,4986,11
3936.4011245159845,1549,2637,4951,4988,10
3943.4417900666353,1549,2640,4951,4988,10
3950.477261204114,1549,2631,4951,4987,9
3957.629404941059,1549,2641,4951,4986,9
3964.539186912983,1549,2644,4951,4987,9
3971.653221916589,1549,2642,4951,4987,9
3978.753136127403,1549,2643,4951,4986,8
3985.827591081925,1549,2644,4951,4985,8
3992.978267997889,1549,2649,4951,4986,8
3999.9672394127765,1549,2650,4951,4988,6
4007.01374161091,1549,2635,4951,4991,6
4014.0484855817344,1548,2644,4952,4991,6
4021.024595384576,1548,2646,4952,4992,6
4028.1576927373208,1547,2646,4953,4993,6
4035.2458913011023,1547,2650,4953,4992,6
4042.2815477227714,1547,2652,4953,4990,6
4049.382367151186,1543,2645,4957,4989,6
4056.5288786924725,1543,2627,4957,4991,6
4063.619012381484,1541,2638,4959,4991,6
4071.058673188797,1541,2630,4959,4990,6
4078.0565387499464,1540,2644,4960,4990,7
4085.086309131361,1539,2646,4961,4991,7
4092.154132184334,1539,2654,4961,4991,7
4099.218774858952,1539,2650,4961,4990,7
4106.245063664373,1539,2648,4961,4989,7
4113.254575468038,1539,2651,4961,4990,6
4120.449998912388,1539,2645,4961,4991,6
4127.600985740562,1539,2646,4961,4992,6
4134.660801484523,1538,2637,4962,4991,5
4141.792719269525,1537,2658,4963,4992,6
4148.735574157601,1537,2657,4963,4991,6
4155.7886745632995,1537,2653,4963,4991,6
4162.924455276942,1537,2626,4963,4990,6
4169.912010800087,1537,2606,4963,4989,6
4176.966753694173,1537,2598,4963,4988,6
4183.973414446437,1537,2602,4963,4987,6
4190.860044992126,1537,2605,4963,4988,6
4197.979076500335,1537,2619,4963,4988,6
4205.031670439913,1536,2629,4964,4990,6
4212.106509936209,1536,2646,4964,4990,6
4219.169646813123,1536,2667,4964,4993,5
4226.026634572085,1536,2643,4964,4993,5
4233.3240892165595,1536,2616,4964,4992,5
4240.325417223744,1536,2603,4964,4993,5
4247.27299053028,1536,2613,4964,4992,5
4254.368610357348,1535,2621,4965,4992,5
4261.523770358317,1535,2639,4965,4991,5
4268.520405088365,1535,2630,4965,4992,6
4275.680052483197,1535,2628,4965,4993,6
4282.638295043667,1535,2625,4965,4994,6
4289.789005461787,1535,2633,4965,4993,6
4296.876243905378,1535,2665,4965,4993,6
4303.860852754262,1535,2682,4965,4992,6
4310.930263505889,1535,2666,4965,4991,6
4317.973357180238,1535,2654,4965,4992,6
4325.047586015051,1535,2658,4965,4993,6
4331.906719119997,1534,2664,4966,4993,6
4338.73372150804,1534,2658,4966,4993,6
4346.153521390653,1534,2639,4966,4992,6
4353.257572668184,1533,2639,4967,4992,6
4360.405828832795,1533,2634,4967,4991,5
