Time,sp_0,sp_1,sp_2,sp4,sp5,sp6,sp7,sp8,sp9
4509.644347636056,3,6,0,6,10,4,10,0,0
4541.916721068684,3,7,0,7,10,3,10,0,0
4550.997694394152,3,8,0,8,10,2,10,0,0
4558.921390361435,3,7,0,7,10,3,10,0,0
4568.151198136685,3,6,0,6,10,4,10,0,0
4579.919223579156,3,4,0,4,10,6,10,0,0
4609.378870267156,3,2,0,2,10,8,10,0,0
4645.076380605181,3,3,0,3,10,7,10,0,0
4653.938945648952,3,4,0,4,10,6,10,0,0
4704.63522813081,3,3,0,3,10,7,10,0,0
4718.044462855401,3,4,0,4,10,6,10,0,0
4757.125760916132,3,3,0,3,10,7,10,0,0
4776.811530249582,3,3,0,3,10,7,10,0,0
4813.216059980731,3,5,0,5,10,5,10,0,0
4869.368034000576,3,6,0,6,10,4,10,0,0
4914.750435348386,3,5,0,5,10,5,10,0,0
4932.679375746843,3,6,0,6,10,4,10,0,0
4964.276015764809,3,7,0,7,10,3,10,0,0
4990.891336547487,3,6,0,6,10,4,10,0,0
5001.86574901917,3,7,0,7,10,3,10,0,0
5098.318707968502,3,8,0,8,10,2,10,0,0
5131.9892184707105,3,7,0,7,10,3,10,0,0
5146.284893771829,3,7,0,7,10,3,10,0,0
5155.000700144445,3,6,0,6,10,4,10,0,0
5213.600809369268,3,7,0,7,10,3,10,0,0
5232.634768973995,3,6,0,6,10,4,10,0,0
5300.705939406071,3,5,0,5,10,5,10,0,0
5327.581669431578,3,5,0,5,10,5,10,0,0
5343.422150846625,3,3,0,3,10,7,10,0,0
5437.31122736394,3,4,0,4,10,6,10,0,0
5455.239176603139,3,4,0,4,10,6,10,0,0
5473.969711336997,3,5,0,5,10,5,10,0,0
5515.290454259916,3,6,0,6,10,4,10,0,0
5552.209690679908,3,5,0,5,10,5,10,0,0
5599.003757256696,3,6,0,6,10,4,10,0,0
5606.484732949068,3,5,0,5,10,5,10,0,0
5617.9707515543405,3,6,0,6,10,4,10,0,0
5642.637225732501,3,5,0,5,10,5,10,0,0
5652.8951224882385,3,6,0,6,10,4,10,0,0
5662.552114202517,3,7,0,7,10,3,10,0,0
5691.278862560307,3,7,0,7,10,3,10,0,0
5745.238823118447,3,6,0,6,10,4,10,0,0
5769.262581909971,3,7,0,7,10,3,10,0,0
5797.379135785982,3,6,0,6,10,4,10,0,0
5810.933172343301,3,5,0,5,10,5,10,0,0
5823.002259790698,3,4,0,4,10,6,10,0,0
5841.885728036607,3,5,0,5,10,5,10,0,0
5859.493117005266,3,5,0,5,10,5,10,0,0
5869.680180432935,3,4,0,4,10,6,10,0,0
5932.875142365972,3,6,0,6,10,4,10,0,0
5981.377952543541,3,8,0,8,10,2,10,0,0
6000.081372359153,3,7,0,7,10,3,10,0,0
6011.4025720032405,3,6,0,6,10,4,10,0,0
6091.983785546653,3,5,0,5,10,5,10,0,0
6119.725967606206,3,6,0,6,10,4,10,0,0
6131.50999971418,3,5,0,5,10,5,10,0,0
6154.96733590491,3,4,0,4,10,6,10,0,0
6229.814798394186,3,5,0,5,10,5,10,0,0
6286.958348546967,3,6,0,6,10,4,10,0,0
6352.093417863315,3,7,0,7,10,3,10,0,0
6407.725589815175,3,6,0,6,10,4,10,0,0
6433.151869141335,3,7,0,7,10,3,10,0,0
6449.7410747069425,3,7,0,7,10,3,10,0,0
6455.335165117527,3,6,0,6,10,4,10,0,0
6503.987967304347,3,5,0,5,10,5,10,0,0
6554.3829367123735,3,4,0,4,10,6,10,0,0
6609.803634844476,3,6,0,6,10,4,10,0,0
6675.135525056256,3,7,0,7,10,3,10,0,0
6691.421764727658,3,9,0,9,10,1,10,0,0
6698.70784274626,3,10,0,10,10,0,10,0,0
6727.312158280086,3,9,0,9,10,1,10,0,0
6743.361920621868,3,8,0,8,10,2,10,0,0
6780.952022734206,3,7,0,7,10,3,10,0,0
6788.081904849317,3,6,0,6,10,4,10,0,0
6803.438306730286,3,7,0,7,10,3,10,0,0
6855.087620636423,3,6,0,6,10,4,10,0,0
6865.546214481988,3,5,0,5,10,5,10,0,0
6932.07232367562,3,6,0,6,10,4,10,0,0
6999.999999320724,3,6,0,6,10,4,10,0,0
