Time,(([sp267] + [sp268]) + [Species]),(([sp256] + [sp257]) + [Species_1]),(([sp261] + [sp262]) + [Species_2])
45520.51178276824,180,170,363
45770.59385967776,171,170,367
46020.634358272415,182,168,364
46270.251194362056,175,169,363
46520.574440153905,180,164,371
46770.44994218018,182,161,376
47021.08636902749,179,165,375
47271.551684510276,185,154,376
47521.46089716664,187,161,369
47771.45011148416,191,159,365
48021.60003308033,189,162,365
48271.95178554597,186,152,366
48521.82965601758,197,156,376
48772.09864009883,187,163,370
49022.16926988037,197,154,370
49272.345572845494,201,151,365
49522.4201491146,200,155,360
49772.43216259636,202,146,351
50022.37853904573,205,148,355
50272.338572362976,193,157,367
50522.44176172148,197,157,357
50772.62177469303,216,155,342
51022.519735161135,205,153,344
51272.54377668034,211,147,349
51522.70114603633,214,148,340
51772.422244709574,218,152,347
52023.09161207339,216,153,341
52273.09944714976,216,143,352
52523.0660226726,225,148,344
52773.097661871485,223,137,349
53023.22260409924,227,141,338
53273.187082997065,226,144,338
53523.62779623188,231,145,341
53773.83083926082,234,135,337
54023.84934279949,222,146,342
54273.91634981957,234,151,337
54524.103195499345,224,134,327
54774.24359414751,238,144,333
55024.49741510711,237,137,348
55274.558964573174,239,139,329
55524.65611790331,242,135,331
55774.62854273394,241,137,337
56025.42597827568,245,142,328
56275.3411142919,248,147,326
56525.41837353154,245,151,328
56775.49181033153,237,145,328
57025.700271744936,247,148,319
57275.742026068,253,144,327
57525.86632651478,246,137,327
57775.88626964679,248,143,324
58025.945602144995,238,135,332
58276.07866644225,249,138,324
58526.12370614363,268,140,328
58776.21068937237,258,136,316
59026.3315003463,261,140,318
59276.16859366329,252,140,322
59526.48099198811,264,135,314
59776.440481210884,271,129,325
60026.82398769614,253,122,318
60276.80046478327,267,123,325
60527.2546236463,262,132,325
60777.43377921617,261,132,325
61027.51442231015,272,132,323
61277.48775332077,271,124,316
61527.40746837505,277,125,311
61777.752174257934,280,135,303
62027.79559776753,270,131,290
62277.657885649554,281,133,298
62527.698603943485,294,130,296
62777.94226635155,292,133,287
63027.82489367613,290,132,298
63278.06726704025,285,140,296
63527.712635813805,287,135,294
63777.94138001409,298,135,282
64028.243004198615,288,130,286
64278.59288771692,291,132,288
64528.54365978804,299,136,288
64778.876458922474,297,133,284
65028.63792110346,302,136,291
65278.87130232648,296,127,289
65528.72076146277,292,131,273
65778.93943570975,290,140,275
66028.64455184792,304,133,280
66278.90452376279,300,137,265
66529.14531030289,305,135,271
66779.13881000591,310,137,267
67029.46300788841,294,142,268
67279.67304919343,304,143,265
67529.81842083474,308,137,262
67779.90333964973,302,139,266
68029.82140424395,305,138,269
68280.0004081806,308,131,258
68530.03266740406,327,128,263
68780.28765682403,317,141,248
69030.64329321554,308,133,256
69280.28248393763,324,141,259
69530.9471451955,315,138,249
69780.63684553614,330,134,251
70030.84787423066,336,136,253
70280.95836237993,323,136,241
70530.77989044705,325,135,246
70781.08866923653,335,145,249
71030.97139618568,339,139,243
71281.62481268762,335,146,241
71531.64255783352,336,141,233
71781.60914204032,336,145,230
72031.74539368275,341,149,226
72281.80731043333,335,149,226
72531.7809495566,339,143,234
72781.91612048917,353,140,222
73031.88348168666,349,145,226
73282.00903783967,341,140,224
73532.10397781362,350,137,216
73782.01589122952,336,145,224
74032.15149630001,348,149,220
74282.13244648266,341,148,219
74532.25506893345,344,156,213
74782.38228628566,352,161,204
75032.46451366274,350,157,207
75282.7457053734,351,151,225
75532.91344278998,354,153,214
75782.85131451474,342,150,221
76032.80245302367,345,158,218
76282.97991174235,347,162,202
76533.08955915149,336,154,204
76783.22776126709,350,161,210
77033.39933937072,353,155,198
77283.40868755907,338,161,211
77533.30751965402,341,153,210
77783.47156380657,349,157,198
78033.79635446734,345,150,205
78283.83937777409,351,161,206
78534.13235720602,348,164,206
78783.74276679833,351,156,199
79034.30963319124,355,165,195
79284.50769129979,349,163,202
79534.76640040775,356,173,190
79784.94514237414,359,171,187
80035.00738464101,349,176,199
80285.26270889315,342,171,192
80535.54244652782,350,167,189
80785.81784296365,358,181,183
81036.14111851393,340,179,186
81286.22501642513,355,179,187
81536.5942564847,351,186,180
81786.43986612587,349,181,178
82036.71259270178,357,183,174
82286.68843679423,342,193,181
82536.73328546526,352,195,176
82786.79191698154,339,188,180
83036.9310152093,343,192,168
83286.92968422295,355,189,180
83536.88282100855,355,187,176
83786.96467290018,356,199,170
84036.90199927235,346,195,157
84287.18246691034,350,196,168
84536.72816687022,347,196,167
84787.24991123832,344,189,158
85037.2372310053,340,191,176
85287.504084151,350,204,164
85537.59052437561,351,194,178
85787.74289281924,348,199,170
86038.07357849053,343,201,162
86288.10168206067,355,204,167
86538.28305674343,340,199,169
86788.59634487463,340,206,167
87038.73769723426,345,211,159
87288.66890447262,349,209,162
87539.01542124843,345,204,158
87788.80197082208,341,205,158
88039.14050687313,345,207,156
88289.52902998924,350,205,151
88539.48443665187,338,202,153
88789.5254957698,343,216,162
89039.66137643045,334,215,156
89289.93402658126,346,208,152
89539.8617382006,351,215,163
89790.15203959652,343,214,165
90040.40765919165,338,216,144
90290.62280051674,333,216,157
90540.64064569311,336,220,152
90790.69019086909,341,225,156
91041.07778044988,342,225,149
91290.97652299293,344,225,148
91541.18029988687,350,225,157
91791.09946233142,332,221,153
92041.2520695223,339,221,151
92291.57470611866,340,224,157
92541.70768544641,336,220,161
92791.68621830831,341,223,154
93042.11630478279,345,219,154
93292.02278952952,335,223,154
93542.1024879847,326,234,148
93792.26992072987,330,236,151
94042.63906798289,326,235,156
94292.6859026272,329,231,147
94542.58846247983,324,229,154
94792.65798440299,326,239,138
95042.7435333798,320,236,155
95292.44177688337,332,235,149
95542.746339212,320,233,144
95792.95513172686,319,238,141
96043.42339280627,320,234,142
96293.58586048643,319,241,149
96543.72773396815,324,246,152
96793.80829059485,327,236,147
97043.93360341522,326,246,141
97294.48620009719,325,243,139
97544.51503546064,331,250,137
97794.2903839071,322,251,135
98044.63819371557,325,251,142
98294.84344207766,324,252,134
98544.93307980642,313,263,141
98794.92219105756,314,253,145
99045.09697043605,321,263,137
99295.05198613595,311,267,134
99545.12645026934,315,266,131
99795.23675948089,308,266,140
100045.63196972325,316,281,137
100295.88165988261,304,266,131
100545.96938348906,294,279,136
100796.11672545328,303,276,142
101045.961129066,298,267,137
101296.21585685217,306,275,129
101546.3998699488,303,272,137
101796.59511491792,299,267,139
102046.98148239448,290,268,135
102297.00424733544,285,275,136
102547.21026497804,298,287,132
102797.70415044171,287,280,138
103047.60384860198,283,294,135
103297.16030229708,290,305,133
103547.95979439565,285,289,137
103797.79626318142,288,288,134
104048.01254337058,277,290,138
104297.80812166414,284,293,137
104548.12643516526,276,298,139
104798.08464615695,275,301,142
105048.00397917406,261,302,125
105298.03971649475,273,304,137
105548.15193940946,285,299,138
105798.73789865815,263,307,134
106048.72032852702,272,308,139
106298.95509755684,278,301,128
106548.90359766639,269,319,127
106798.71631609305,271,311,136
107049.11103973316,278,316,134
107299.21960324523,265,320,133
107549.24763485805,260,313,131
107798.85179385623,261,315,135
108049.27559529267,257,318,131
108299.79310480812,260,325,128
108549.84128363806,260,315,127
108799.89721271051,259,326,135
109050.10589127171,258,318,135
109300.28194214337,262,331,137
109550.45427880184,248,329,137
109800.67205460407,244,322,141
110050.7557667722,248,327,142
110301.05255873913,246,327,137
110551.16148559727,245,325,145
110801.44895201108,253,319,138
111051.5558776709,240,331,144
111301.58053966518,240,327,141
111551.58835118858,240,332,140
111801.64782190406,237,326,145
112051.55497271057,234,334,141
112301.81550576187,236,336,140
112551.95049707947,239,341,132
112802.03529844107,236,334,130
113051.85944362143,229,336,142
113302.03725151584,237,345,147
113552.4044012328,235,345,143
113802.47866626244,227,344,137
114052.65098858114,231,338,138
114302.63391679637,222,353,141
114552.68103368895,219,346,143
114802.75189584927,217,358,144
115052.73720897074,226,353,138
115303.05713776163,217,355,143
115553.08915760042,214,360,143
115803.13885839374,215,358,151
116052.96859375009,200,355,148
116303.02471888815,212,352,140
116553.35492142574,206,368,150
116803.10991152165,201,360,143
117053.56020294593,198,365,147
117303.70118902836,202,356,157
117554.01877705303,197,354,154
117804.17783910866,199,359,151
118054.06605553767,202,361,154
118304.22256995662,196,368,148
118554.57983389274,195,373,147
118804.7664811079,194,361,159
119054.71343053719,193,368,151
119305.0889750088,189,367,152
119555.31437021836,184,355,154
119805.38603848236,189,353,157
120055.65353947485,191,360,160
120305.77570041642,180,380,154
120555.90653738366,185,370,165
120806.0924878887,186,370,162
121056.10210464137,178,386,156
121306.45409465332,177,376,167
121556.4452947989,179,385,159
121806.47002410881,173,373,168
122056.47564421681,165,374,166
122307.00691702233,170,366,161
122557.15339306484,173,365,164
122807.32048003044,168,370,165
123057.51335573063,167,361,166
123307.55366201384,176,372,173
123557.50027360531,176,365,168
123807.53189458116,170,375,173
124057.88074801005,162,363,172
124307.93162363753,167,370,168
124557.939756812,157,375,165
124808.10038239961,162,377,182
125058.21449700884,157,370,166
125308.53121247666,161,361,176
125558.68275274333,155,369,179
125808.68386763152,156,380,173
126058.74544164316,152,375,174
126308.93704939315,153,362,185
126559.13659334822,159,370,184
126808.71931849935,149,379,189
127059.33112922336,158,375,192
127309.42831236607,146,376,184
127559.62037077389,137,378,179
127809.7046455206,154,375,182
128059.74154564564,149,380,187
128309.9857379652,150,379,188
128560.26128857622,145,375,196
128810.13588097985,149,382,188
129060.26372097348,149,375,201
129310.4533970662,137,375,194
129560.60528295397,139,359,205
129810.86384585641,136,388,204
130060.74938865325,139,373,207
130311.03467538558,133,371,204
130561.1085178066,136,369,209
130811.30574806206,133,371,205
131061.46309033102,137,382,208
131311.8394716428,135,370,208
131561.87530641412,136,360,203
131811.83753129843,139,365,209
132061.8316127164,143,355,215
132312.0148144024,132,369,211
132561.76610517557,130,366,222
132812.0467005823,135,369,215
133062.23173315186,119,360,213
133312.35131903007,129,370,223
133562.39075133015,127,360,222
133812.49960176274,131,366,224
134062.63803026255,131,362,221
134312.56251711157,120,349,215
134562.67772546544,125,353,234
134812.60458079638,129,358,235
135062.8787974548,122,360,233
135312.9966557968,119,353,221
135562.95143017176,129,352,226
135812.8000622991,128,354,233
136063.01695106307,122,343,241
136313.22455156312,124,353,239
136563.3168905642,119,338,237
136813.6347228372,113,353,243
137063.74575945706,115,356,252
137313.56704037637,121,341,257
137563.9008318829,122,350,248
137813.851701179,122,340,249
138064.1387017566,124,335,247
138314.21526028193,122,339,251
138564.1977009923,117,327,250
138814.3179647483,120,333,254
139064.1976614005,120,328,256
139314.4331007366,117,327,263
139564.77690234373,120,321,265
139814.8592162863,122,319,260
140064.97667345908,121,319,262
140314.9805523207,121,324,270
140564.84913800866,121,331,268
140814.89750619707,113,323,261
141065.4766854406,109,333,260
141315.3980343426,121,326,261
141565.48910231786,117,319,268
141815.58127972527,115,320,268
142065.2221132981,116,320,287
142315.62051559996,118,313,284
142565.5069941819,113,323,281
142815.6790787687,115,325,270
143065.80630919585,114,324,285
143315.68878797724,114,322,265
143565.90290238836,116,321,289
143816.0090028611,116,324,282
144066.0490982524,114,319,281
144316.10108624946,113,320,283
144566.3303343752,111,319,280
144816.35426051225,114,310,289
145066.49320688387,116,315,299
145316.44636145144,118,302,286
145566.60951667273,116,304,290
145816.7955413283,112,303,301
146067.28696712418,115,309,299
146317.30380789796,112,305,299
146567.461441822,111,311,305
146817.5265242365,112,281,311
147067.62610916674,106,292,306
147317.66190975977,111,289,309
147567.75672397803,112,292,311
147817.57970087428,109,293,309
148067.80773220852,110,287,311
148317.5488417651,105,300,314
148567.94629183938,106,292,316
148818.1386459053,106,291,311
149068.06645845907,114,296,326
149318.0474526235,108,287,312
149568.1452817532,106,282,321
149818.14155084308,104,286,322
150068.33805170527,115,282,324
150318.45160891282,102,284,320
150568.46120086635,108,278,331
150818.678591226,104,275,339
151069.10623260465,100,267,335
151319.1425091889,104,276,338
151569.5342016792,102,250,337
151819.50938226454,104,252,356
152069.53641059,104,242,353
152319.56110816714,100,256,368
152569.68568900225,101,252,356
152819.77176047186,104,250,352
153069.86263750677,107,236,367
153319.97322140008,109,238,362
153570.0067575066,109,240,361
153820.23523875652,102,227,367
154070.07782880604,103,234,372
154320.30262876762,111,240,360
154570.38377303412,108,233,375
154820.4584892327,112,233,382
155070.6361628698,111,231,374
155320.73757484785,107,219,365
155570.69725641538,115,221,378
155820.50237734278,113,210,385
156070.58034334713,120,207,371
156320.65794928605,113,205,382
156570.65232995205,118,210,380
156820.9151728609,112,205,392
157070.97938688795,118,202,382
157321.06773277957,116,204,395
157570.89836778303,120,205,377
157821.56297920566,122,197,391
158071.59789199405,119,201,390
158321.53746156572,128,200,397
158571.91203687948,131,202,385
158822.07757148228,127,195,387
159072.1074895015,124,192,398
159322.25821938983,122,193,394
159572.46606250395,131,190,389
159822.70962260338,119,191,403
160073.66683057722,124,184,399
160323.77574743048,128,177,404
160573.70816631496,136,177,401
160823.81012012454,132,181,399
161074.0194468827,132,170,404
161324.0043988342,129,173,406
161574.53635628492,125,169,410
161824.31179517385,131,170,416
162074.58350406258,136,162,411
162324.64746103977,138,164,412
162574.87125792936,143,155,407
162824.94795588806,139,157,412
163074.92412928937,141,155,411
163325.34341929114,138,153,412
163575.19960373946,147,152,416
163825.74969341524,142,149,415
164076.1228107759,146,146,424
164326.22144003477,144,152,433
164576.28268923517,143,145,407
164825.869184369,143,155,423
165076.2784381219,141,149,422
165326.32148949002,149,152,412
165576.3614954753,151,151,415
165826.6059396558,148,147,406
166076.7536615035,159,139,420
166326.69850945822,157,142,425
166576.8378014639,162,144,412
166826.7994424968,154,140,423
167076.7927598112,167,138,433
167327.1210655367,153,133,409
167577.24883992356,153,134,415
167826.96243267032,158,125,418
168077.28842927795,162,123,424
168327.4615515128,173,132,407
168577.73461893186,171,121,422
168827.7235666688,169,122,408
169077.7424696724,171,116,417
169327.9868768897,179,125,414
169578.03842355034,184,127,415
169828.0783790997,172,120,416
170078.1588023642,179,117,396
170327.98159283807,188,122,405
170578.38292070958,188,122,402
170828.63814892343,191,119,396
171078.8032968428,196,119,396
171328.83024110834,191,116,388
171579.0742544108,198,125,399
171828.89018242992,193,114,399
172078.85022220187,194,120,393
172329.22418705295,196,117,399
172579.1345900643,202,111,392
172829.39016862572,215,121,389
173079.51497746768,210,112,397
173329.51370881163,203,113,382
173579.4354193229,219,109,383
173829.66668321798,221,103,385
174079.63054753092,216,112,393
174329.84085905604,216,114,379
174579.96969912513,220,108,377
174830.35626831074,229,110,395
175080.7740668732,214,106,378
175331.17146386125,219,107,385
175581.11768851354,227,100,381
175831.52876550992,219,98,385
176081.1495715181,232,101,386
176331.6618597635,241,91,379
176581.61239551002,238,98,383
176831.6961743989,229,94,370
177081.95956986403,236,101,380
177332.35969205605,239,97,366
177582.43262656702,253,96,372
177832.62650329943,248,98,368
178082.609315886,249,95,363
178332.45254757936,242,95,363
178582.80960396925,253,87,368
178832.8635021402,246,97,355
179082.79239361035,266,99,367
179332.93563199823,255,93,364
179582.9854625829,263,91,353
179832.63816112487,257,87,366
180083.45856178185,265,91,374
180333.51990067514,258,88,354
180583.67819072,268,82,371
180833.87263583107,273,79,358
181083.85867536202,275,82,354
181333.79168235717,282,85,354
181583.95709921903,275,88,346
181834.02979542484,281,85,354
182084.05578056505,270,79,344
182333.99702201886,277,72,360
182584.2636474934,272,72,362
182834.24319856343,275,77,357
183084.07208647445,285,81,360
183334.3598335864,285,75,354
183584.57795990672,285,78,348
183834.25991718136,302,81,336
184084.92907979997,296,78,343
184335.07562045212,291,78,340
184585.17498665868,292,83,333
184835.1781701652,295,82,338
185085.0836140818,295,82,333
185335.196785045,306,82,334
185585.37313055806,294,85,312
185835.4215361468,315,80,321
186085.56152681733,323,80,314
186335.55148657612,321,78,310
186585.81575987797,319,79,303
186835.79211432586,324,82,310
187085.92576777533,324,81,318
187336.00372810577,332,81,310
187586.083687158,319,81,296
187836.3943289673,322,82,298
188086.38141296883,336,71,297
188336.52941293918,343,81,285
188586.60164313405,336,84,286
188836.64865764702,343,84,282
189086.72008947853,340,81,282
189336.72303439083,337,82,279
189587.10755633016,330,78,285
189837.29685856565,335,77,283
190087.4248567213,354,77,281
190337.3830058255,360,86,276
190587.40020495368,363,84,271
190837.56858628528,363,79,267
191087.5343508473,357,79,262
191337.35319466997,379,79,257
191587.24652253636,360,83,259
191837.7272949417,365,83,271
192087.69939356257,368,87,258
192337.77581872177,370,84,243
192587.89135131144,380,87,240
192838.00173265225,367,86,248
193088.23634557784,370,88,247
193338.24612935146,373,96,241
193588.19726127075,374,91,246
193838.3445771602,371,87,232
194088.41003476552,376,97,231
194338.45233914047,369,95,229
194588.40756134831,374,96,230
194838.35006881275,380,92,227
195088.22199004475,390,100,224
195338.94912537577,381,99,230
195589.04387803635,396,102,230
195839.11375660094,391,98,230
196089.1283928891,392,102,218
196339.06381091377,387,104,215
196589.4261085494,382,106,213
196839.43055508452,388,106,216
197089.67968517062,393,104,211
197339.7624755506,384,107,204
197589.73373345885,390,103,211
197839.77861658362,400,110,214
198089.58253371893,402,103,203
198340.0333982574,401,106,213
198590.30785517066,393,99,202
198840.34913733945,405,99,196
199090.55152240308,406,109,205
199340.48389631716,408,107,191
199590.80063024003,411,105,196
199840.9796773506,410,106,189
200090.73588296006,420,107,186
200340.98829057056,426,108,188
200591.06016579503,415,113,179
200840.97581545846,408,109,183
201091.03470346297,416,114,185
201341.01447073426,404,118,181
201591.236883915,428,111,180
201841.25585168082,422,110,180
202091.2681760427,411,110,185
202341.40207394157,424,115,187
202591.6598991228,422,118,177
202841.66865447751,416,118,181
203091.88684476184,412,120,187
203342.0541346751,412,113,179
203592.1005704678,417,119,180
203842.3940853917,427,126,173
204092.51900390617,413,116,178
204342.80385145659,428,124,175
204592.67112718333,417,123,168
204842.86145183147,421,123,173
205092.84588718554,413,126,170
205342.7354786082,414,122,167
205592.98799771507,425,116,167
205842.8201519335,433,124,164
206093.1037622966,430,125,154
206343.14526459132,420,127,155
206593.0865308142,423,126,164
206843.56006108827,426,134,155
207093.63148099388,419,136,156
207343.56179293303,417,140,142
207593.60217534594,432,138,141
207843.66015503294,436,142,157
208093.4650596748,433,144,147
208343.72599407673,429,144,139
208593.78693292354,427,141,137
208844.33574727268,426,152,138
209094.3202849937,424,145,142
209343.97562933178,416,153,142
209595.20169254113,432,149,137
209845.2208623742,420,154,139
210095.27337370985,436,149,136
210345.29573360883,406,157,138
210595.47187338027,435,155,132
210845.46743263918,422,156,131
211095.58378625856,421,158,130
211345.3611934827,412,168,130
211595.56487510624,419,166,128
211845.7328302784,425,170,127
212095.91852063005,420,169,126
212346.10577703686,429,170,124
212595.91470578118,418,168,121
212846.0646801045,425,165,123
213096.31865950607,412,163,123
213346.30203742746,415,176,127
213596.5317598698,421,179,125
213846.70792785045,427,177,131
214096.67636548376,414,167,126
214346.92604795896,407,172,125
214596.66962523558,408,178,122
214847.0079192473,406,181,125
215096.81552049235,410,177,123
215347.18870977339,413,180,113
215597.27974274152,428,184,119
215847.3708922613,398,182,118
216097.5139733635,402,183,119
216347.5282360279,412,191,112
216597.25239441145,407,189,114
216847.7424629273,392,198,115
217097.69001098463,400,193,121
217347.98057165465,389,210,121
217597.9029976902,391,211,117
217848.0758541975,380,209,115
218098.27864319575,378,211,109
218348.33975742702,366,215,113
218598.39281166103,381,224,105
218848.467811879,387,217,113
219098.63799301488,382,216,110
219348.65024486178,374,220,119
219598.58487964253,385,228,117
219848.7269061625,371,225,113
220098.90779866502,365,228,123
220349.00327022793,377,221,123
220599.00843920358,370,226,114
220849.2014575936,365,225,117
221099.15001078145,371,224,114
221349.49539741172,365,228,120
221599.5286077974,369,236,112
221849.72120935906,354,235,113
222099.7510976124,364,227,117
222349.84197073604,356,230,122
222599.9227584151,360,246,118
222850.00480681434,359,236,108
223100.1860273011,360,236,107
223350.27672910094,367,241,108
223600.29130013226,354,242,120
223850.6570583913,352,249,114
224101.17875137838,368,245,110
224350.76327823426,360,245,117
224601.28460037467,365,248,116
224851.28217338285,345,253,112
225101.27276181927,343,253,106
225351.6003249428,342,263,107
225601.73694895318,342,253,106
225851.59053753744,345,255,104
226101.78131020817,346,259,108
226352.133229024,332,268,110
226602.22742964447,350,268,106
226852.35017208857,336,264,108
227102.4784797277,326,264,108
227352.6780019294,338,274,106
227602.62337233484,332,264,107
227853.1231726919,336,258,101
228103.22010482036,337,276,102
228352.97347594163,331,274,109
228603.31218576734,330,284,112
228853.36712935,328,277,109
229103.80934831343,323,279,108
229353.57694162574,319,282,107
229603.80422334507,317,282,109
229854.05092939036,320,292,107
230104.23697944087,324,281,113
230354.41627619203,312,283,119
230604.42040466878,298,286,117
230854.58766410232,314,290,114
231104.66062525028,311,288,114
231354.6886305858,310,302,116
231604.95171520908,296,276,115
231854.98522382142,304,296,108
232105.03777594736,300,291,106
232355.04195849947,303,296,109
232604.78085762524,291,294,108
232855.28450680667,303,313,108
233104.94941323518,290,296,105
233355.47583198597,290,315,109
233605.4855375752,285,316,100
233855.56084479424,286,317,109
234105.61285250034,284,323,105
234356.0588367968,285,325,111
234606.2541955846,288,314,111
234856.28200671516,280,322,104
235106.34129284753,266,334,109
235356.38699165508,267,335,105
235606.4193862588,256,351,99
235856.5312072154,255,356,104
236106.50826976984,258,354,101
236357.14686213134,263,349,104
236607.62129723383,259,347,110
236857.75594550013,247,344,107
237107.6809797404,244,352,110
237357.74266539444,244,355,114
237607.9618608814,250,343,107
237858.14247247975,245,353,116
238108.44358441635,244,351,112
238358.48566693667,234,356,110
238608.42497376612,244,361,114
238858.27238814588,231,369,112
239108.7768866688,238,371,112
239358.8044214313,228,364,114
239608.46066746084,223,384,109
239859.02105136597,216,382,115
240108.92823907535,222,367,113
240359.25072468317,204,385,111
240609.12426036547,209,387,120
240859.4263696504,210,382,112
241109.4919228921,202,386,123
241359.62303585865,211,385,125
241609.69387364172,203,387,114
241859.48373420243,195,393,125
242109.69226178466,200,396,125
242359.90080278905,198,389,119
242610.08070519316,196,383,125
242860.34999592544,190,399,131
243110.2543102181,195,386,128
243360.39587867595,183,397,125
243610.48254163135,191,404,133
243860.49955542697,192,377,131
244110.2944457736,193,382,144
244360.64048071322,184,384,144
244610.82275525882,174,387,142
244860.89850036253,183,374,139
245110.90480332726,177,391,140
245361.02618071646,174,377,144
245610.96873343032,177,378,146
245861.11647872263,181,405,144
246111.3878958877,181,389,140
246361.58038308987,180,390,146
246611.6646501009,180,392,130
246861.93014984927,180,386,139
247112.190894725,177,384,145
247362.42960129646,177,385,146
247612.14114715453,173,392,150
247862.5233606639,179,398,142
