Time,F0,F1,sp1
807.8212498232339,13,57,12
808.7981168865392,13,58,12
810.0910153617498,14,59,12
811.2527452323692,14,59,12
812.4701940332849,14,57,12
813.8822998610178,12,55,12
815.5681677714937,12,54,12
816.5021095539144,12,52,12
817.8467488967867,12,52,12
818.2503501354197,13,53,12
820.1252798775531,13,56,12
821.0701555481737,13,58,12
822.3504840956656,12,56,12
824.0034091299182,13,57,12
825.4558850113461,13,58,12
826.4179276140235,13,58,12
827.7052461532501,14,59,12
828.8663926414628,14,58,12
830.0064633841197,14,56,12
830.9892691554311,13,55,12
831.2942948900103,13,54,12
832.9141829062747,13,55,12
834.1062423856343,14,56,12
835.596616637513,13,54,12
837.09870652206,13,54,12
837.7610734413898,12,55,12
839.6373436276532,12,54,12
841.6911155411128,11,52,12
842.6238477744582,12,54,12
844.3139461240868,12,54,12
845.4892931738201,12,53,12
846.2332090652667,12,51,12
847.6442550969227,11,51,12
848.9022577072848,11,49,12
850.4796884232992,10,49,12
851.1932455981924,10,50,12
852.6402068978537,10,50,12
853.3489797892703,10,52,12
854.771371558046,12,53,13
856.7201050301653,12,52,13
857.9595565450979,12,50,13
859.0532717684376,13,47,13
860.4123092152074,13,49,13
861.4637356293772,14,51,13
862.5761207597816,14,52,13
863.548059399084,14,51,13
864.7566013453512,15,49,13
865.8905818349685,15,50,13
867.0394330827658,15,51,13
868.3621753869365,16,50,13
869.7063489719152,17,51,13
870.8162372315195,17,49,13
872.4799936131195,18,48,13
873.8485325990362,18,50,14
875.1560968004084,18,54,14
876.1436203273986,18,56,14
876.8824004372398,18,57,14
878.8954179600971,15,57,14
880.2248535580756,17,59,14
880.8895041209729,17,60,14
884.159423535379,17,59,14
885.1786795982912,16,57,14
886.9441929368453,15,56,15
887.1838307494318,15,57,15
889.2312687831287,15,54,15
890.3475568137925,17,49,15
891.5056087800162,17,50,15
892.9599225102901,16,50,15
894.2665437998601,17,48,15
895.2036480607821,17,48,15
896.714152430408,18,49,15
897.4888660601265,18,48,15
899.2102850632052,18,50,15
900.1901055465544,17,52,15
901.1013295667368,18,51,15
902.8015322971353,19,52,15
904.9212604130032,19,52,15
906.3835998772846,17,50,15
907.7191910263987,18,47,15
909.0038852351744,18,50,15
910.3653644754634,18,50,15
911.4171188409925,17,50,15
912.439389110905,17,49,15
914.4263744735,17,51,15
915.3943987043191,17,52,15
916.3125108777238,18,50,15
918.0553144675429,18,50,15
919.0164786727745,18,50,15
920.1591581805765,19,50,15
921.2339587080668,21,49,15
922.3012710244174,21,47,16
924.0624822694693,21,49,16
925.4384397100392,21,48,16
926.6526252902619,22,46,16
928.0693305171917,22,48,16
929.6549885089715,23,50,16
931.0246016647546,24,49,16
932.2415737256858,23,49,16
933.2446315217011,23,51,16
934.2148265654525,24,52,16
936.1044217461413,23,53,16
936.4988858831578,23,54,16
938.5138841630638,24,54,16
939.5763894687184,24,55,16
940.8724603819086,24,56,16
942.0372380053608,23,55,16
943.4178682255744,22,53,16
944.1441771542219,22,55,16
945.6326812664714,22,52,16
946.7404124195175,20,50,16
947.7298163541252,23,52,16
948.3982123460195,22,50,16
950.7996465312701,22,50,16
952.0792485935061,21,52,16
953.485030989713,20,52,16
954.5908079862708,20,50,16
955.8208221550484,19,49,16
957.2893276105807,19,50,16
957.9299628194907,19,51,16
959.506268873146,19,50,16
960.7940677211524,19,50,16
961.1440550636515,21,49,16
962.5625161915477,21,48,17
964.1444999802239,22,49,18
965.5242013570426,21,50,18
966.7864040403063,20,51,18
968.1818793128252,20,51,18
969.1217950357849,20,50,18
970.760325751633,20,51,18
972.1224804090913,22,50,18
973.4157569905748,22,51,18
974.2179666704753,21,52,18
976.3890205584315,20,52,18
978.3116930486128,20,51,18
979.1601054398211,20,49,18
981.0354486358524,19,49,18
982.4590121173222,19,51,18
983.8946651088186,20,54,18
984.8945353210094,21,57,18
986.5576875234547,22,57,18
988.2307576855278,21,54,18
989.023043061672,21,54,18
990.6607199537166,23,51,18
991.9590433777881,22,52,18
992.7378213225022,23,52,18
994.3891687518208,23,52,18
996.3415260591399,22,53,18
996.6906021008324,22,54,18
999.1307507880153,22,50,18
999.5212858981793,22,49,18
999.9999999952129,22,49,18
