Time,sum([Species]),sum([Species_1]),sum([sp23]),sum([sp22]),BJ2x2_5
168888.73344819783,26,27,73,73,0
170995.51175436657,24,27,73,73,0
173070.87025464527,25,26,74,74,0
175068.3260026643,23,26,74,74,0
177097.77857418678,24,26,74,74,0
179144.73443695097,24,26,74,74,0
181156.90963942854,25,26,74,74,0
183095.67065284122,22,25,75,75,0
185206.4076106642,21,25,75,75,0
187318.14089285367,22,25,75,75,0
189279.56078912618,23,25,75,75,0
191253.87550861438,22,25,75,75,0
193423.76880887535,21,25,75,75,0
195039.46023640755,24,25,75,75,0
197491.07295280483,23,24,76,76,0
199521.69800420728,22,24,76,76,0
201422.6279463121,23,23,77,77,0
203506.92708822357,23,23,77,77,0
205951.4673064417,21,23,77,77,0
208121.02995220257,19,23,77,77,0
210105.78748340052,23,23,77,77,0
212546.73711855419,21,23,77,77,0
214714.99826379074,21,23,77,77,0
216678.13165319257,22,23,77,77,0
218649.29702098388,18,22,78,78,0
220708.82206023022,21,22,78,78,0
222872.56056347105,17,22,78,78,0
224856.532007419,19,22,78,78,0
227014.58486998506,20,21,79,79,0
228797.6269840705,21,21,79,79,0
230997.17040618465,19,21,79,79,0
233080.4426993842,18,20,80,80,0
234930.64445408256,16,20,80,80,0
237161.57043964005,17,20,80,80,0
239112.01289349556,17,19,81,81,0
241195.10029222904,18,19,81,81,0
243696.41074081243,15,19,81,81,0
245699.5174070577,16,19,81,81,0
247607.52015265502,19,19,81,81,0
249783.9722789634,16,18,82,82,0
251893.9242053741,17,18,82,82,0
253731.2084774203,17,18,82,82,0
255924.69907299872,18,18,82,82,0
258024.5294558544,18,18,82,82,0
260078.23916396746,15,18,82,82,0
262132.72744005575,14,18,82,82,0
264171.50893845764,17,18,82,82,0
266358.3432008668,18,18,82,82,0
268378.1688054607,15,18,82,82,0
270544.10439159663,18,18,82,82,0
272594.119534402,15,18,82,82,0
274863.1810092274,15,18,82,82,0
276860.8591334012,17,18,82,82,0
279104.59059850924,18,18,82,82,0
281267.81171985844,15,18,82,82,0
283155.13562261785,18,18,82,82,0
285278.0103189197,17,18,82,82,0
287327.95828072296,17,18,82,82,0
289059.0256952068,16,18,82,82,0
291679.03038068354,16,18,82,82,0
293854.3979063788,17,18,82,82,0
295795.4828501531,18,18,82,82,0
297825.34216212557,15,18,82,82,0
299882.73428946285,15,18,82,82,0
302085.3209875837,15,18,82,82,0
304100.45926729235,18,18,82,82,0
306563.77940516744,15,18,82,82,0
308638.4450840228,15,18,82,82,0
310616.5398529508,17,18,82,82,0
312864.0059168581,16,18,82,82,0
314827.28586164524,18,18,82,82,0
316784.092906079,17,17,83,83,0
319128.1272449425,15,17,83,83,0
321026.22316723387,14,17,83,83,0
323241.3277279492,17,17,83,83,0
325270.89542243746,17,17,83,83,0
327956.2004200147,16,17,83,83,0
329738.0074025659,17,17,83,83,0
332294.297655704,16,17,83,83,0
334607.1287335061,16,17,83,83,0
337004.49018988316,15,17,83,83,0
338774.7292029028,17,17,83,83,0
341512.380437829,15,17,83,83,0
343376.9354024181,16,17,83,83,0
345760.96564889286,15,17,83,83,0
347858.3866787426,13,17,83,83,0
349880.2745712795,15,17,83,83,0
351967.798007586,17,17,83,83,0
354512.57859908335,14,16,84,84,0
356537.1278875601,15,16,84,84,0
358372.95206051035,15,16,84,84,0
360633.779750084,14,15,85,85,0
362510.0691436601,13,14,86,86,0
364193.393111514,14,14,86,86,0
367283.8935367602,12,14,86,86,0
369343.2211516634,14,14,86,86,0
371588.83545099274,14,14,86,86,0
374065.5937095612,12,13,87,87,0
376087.98843248695,12,13,87,87,0
378126.08315042895,13,13,87,87,0
380181.97423372837,12,13,87,87,0
382110.7593636596,13,13,87,87,0
384533.3763313947,11,13,87,87,0
386354.5301506091,13,13,87,87,0
388417.75810536207,13,13,87,87,0
390808.0266153121,11,13,87,87,0
392885.49489286693,13,13,87,87,0
395020.3554371473,13,13,87,87,0
397687.5475000267,10,12,88,88,0
399502.6791879695,11,12,88,88,0
401688.78622673004,12,12,88,88,0
403892.745859961,9,12,88,88,0
406127.98261882743,10,12,88,88,0
408098.88537180534,12,12,88,88,0
410585.2737731544,12,12,88,88,0
412922.2485870728,9,12,88,88,0
414977.4395384291,10,12,88,88,0
416913.3686931633,11,12,88,88,0
418933.1853589886,9,12,88,88,0
420110.00979320944,12,12,88,88,0
423212.7803855246,8,12,88,88,0
425223.4147890731,8,12,88,88,0
427219.11602067284,11,12,88,88,0
428644.04215198563,11,11,89,89,0
431243.14016148663,9,10,90,90,0
433603.9148248827,9,10,90,90,0
435616.8129447613,10,10,90,90,0
437721.6612318942,9,10,90,90,0
440023.79700148496,8,10,90,90,0
441462.67498651025,7,8,92,92,0
444751.6226044284,6,8,92,92,0
446921.2916419829,5,8,92,92,0
448757.73916147504,7,7,93,93,0
451146.5189259472,7,7,93,93,0
453402.22566479084,7,7,93,93,0
456438.26363338507,6,7,93,93,0
457999.2657807249,6,7,93,93,0
460817.43687812693,6,7,93,93,0
462198.4454628756,7,7,93,93,0
465267.800938121,6,7,93,93,0
467288.22008662036,6,7,93,93,0
469423.51413327147,7,7,93,93,0
471955.9235168697,5,7,93,93,0
473688.5604047546,7,7,93,93,0
475748.1531589685,7,7,93,93,0
477867.0814793915,7,7,93,93,0
480319.0586086647,5,7,93,93,0
482244.59894871205,7,7,93,93,0
484031.04275031586,7,7,93,93,0
486774.4342421358,7,7,93,93,0
489537.29954659176,5,7,93,93,0
491495.71542636957,6,7,93,93,0
493383.1928481486,5,7,93,93,0
495560.32707964693,6,7,93,93,0
498073.7034955759,7,7,93,93,0
500033.35486746964,7,7,93,93,0
501460.0323071588,7,7,93,93,0
504742.9754780732,6,7,93,93,0
506935.29362205596,7,7,93,93,0
509214.8093355848,6,7,93,93,0
512516.14412921586,7,7,93,93,0
514543.17289515986,5,7,93,93,0
517204.519712239,7,7,93,93,0
518581.4833417055,7,7,93,93,0
520902.4325490704,7,7,93,93,0
524666.8898664303,6,7,93,93,0
526892.0067115439,5,7,93,93,0
528813.915721509,7,7,93,93,0
531017.2023107151,6,7,93,93,0
533932.9464344512,7,7,93,93,0
536238.4977258109,6,7,93,93,0
538289.0209559236,5,7,93,93,0
540117.2579140501,7,7,93,93,0
542571.2152738916,6,7,93,93,0
544850.9131135484,7,7,93,93,0
547028.4833177786,7,7,93,93,0
550296.439491704,7,7,93,93,0
552810.4696410776,6,7,93,93,0
555425.3394473619,6,7,93,93,0
557196.3738711643,7,7,93,93,0
559624.612061773,6,7,93,93,0
561616.7597622405,5,7,93,93,0
563795.0959365367,5,7,93,93,0
566062.444114458,5,7,93,93,0
568049.4515755075,5,7,93,93,0
569710.1959524701,5,7,93,93,0
571830.8608340715,6,7,93,93,0
574586.1300740535,6,7,93,93,0
576508.0643418176,7,7,93,93,0
579301.88527588,6,7,93,93,0
581135.6579282344,6,6,94,94,0
583469.4969799124,6,6,94,94,0
585584.5483477883,5,6,94,94,0
587733.6825868064,6,6,94,94,0
589299.5116326351,6,6,94,94,0
593148.9526375117,6,6,94,94,0
595289.8160431714,4,6,94,94,0
596066.2159742612,6,6,94,94,0
599629.3395424122,5,6,94,94,0
602041.9967263793,6,6,94,94,0
603829.9635346696,6,6,94,94,0
606916.5012179324,6,6,94,94,0
609269.193594637,4,6,94,94,0
610987.9705478232,6,6,94,94,0
614727.7170228384,5,6,94,94,0
615326.8202215426,6,6,94,94,0
618759.7215505446,4,6,94,94,0
621288.2997531714,3,6,94,94,0
623267.1636483095,5,6,94,94,0
625384.6818168312,6,6,94,94,0
626797.3516735755,6,6,94,94,0
629394.0448070304,6,6,94,94,0
631510.3483567198,6,6,94,94,0
633664.5414023177,6,6,94,94,0
636155.3901814754,6,6,94,94,0
638731.8450120711,6,6,94,94,0
640707.935951999,5,6,94,94,0
643023.590809071,6,6,94,94,0
644865.5687448204,6,6,94,94,0
647150.0985784007,6,6,94,94,0
649955.5993050055,6,6,94,94,0
653311.1405199119,6,6,94,94,0
656161.3690734942,5,6,94,94,0
657899.5876159379,6,6,94,94,0
660640.3967514667,6,6,94,94,0
663219.5468560971,5,6,94,94,0
665553.1018013274,6,6,94,94,0
668276.1720320777,6,6,94,94,0
671041.853698094,6,6,94,94,0
673230.6225086539,4,6,94,94,0
675366.9928207339,6,6,94,94,0
677354.7689195458,6,6,94,94,0
679568.6567164204,6,6,94,94,0
681767.7357331347,6,6,94,94,0
684075.97461997,6,6,94,94,0
685970.2850659285,5,6,94,94,0
689117.7758779175,6,6,94,94,0
691297.0408001429,5,6,94,94,0
693596.5469675472,5,6,94,94,0
695751.8878990322,5,6,94,94,0
697547.4567972276,6,6,94,94,0
700046.8820227615,5,6,94,94,0
700684.8701081472,6,6,94,94,0
704438.4654107419,6,6,94,94,0
707388.2484761829,6,6,94,94,0
709296.045916144,5,6,94,94,0
711352.134979062,6,6,94,94,0
713029.625978272,4,6,94,94,0
715546.8678043119,4,6,94,94,0
717674.7463232017,6,6,94,94,0
719391.6441597763,6,6,94,94,0
721720.6712698776,6,6,94,94,0
723864.3143624169,5,6,94,94,0
726030.3093172406,6,6,94,94,0
729490.7070876183,5,6,94,94,0
730616.3135505879,6,6,94,94,0
735213.264950903,6,6,94,94,0
737093.4457748671,5,6,94,94,0
739664.6340835695,6,6,94,94,0
742063.2108439336,6,6,94,94,0
744688.950994738,5,6,94,94,0
746543.8887946737,6,6,94,94,0
749240.1406625805,5,6,94,94,0
751473.0646879605,5,6,94,94,0
753012.6358296698,6,6,94,94,0
756148.4180861498,4,6,94,94,0
757497.5007814032,5,6,94,94,0
759631.8835575451,6,6,94,94,0
762568.3048270337,5,6,94,94,0
764588.5116097191,5,6,94,94,0
766631.6162069243,5,6,94,94,0
768855.5668124959,6,6,94,94,0
771830.163223003,5,6,94,94,0
774181.1844800414,5,6,94,94,0
775858.0310637054,6,6,94,94,0
779075.8042548313,6,6,94,94,0
780506.8451506532,5,6,94,94,0
783388.4992136747,5,6,94,94,0
785919.9718211872,5,6,94,94,0
787839.884594859,6,6,94,94,0
788643.0994926878,6,6,94,94,0
791509.9842567287,6,6,94,94,0
795308.7443088483,5,6,94,94,0
796652.1823451916,6,6,94,94,0
799133.9426817676,6,6,94,94,0
801265.7920287759,6,6,94,94,0
803306.7581602918,6,6,94,94,0
805774.5015415422,6,6,94,94,0
809101.1151008897,5,6,94,94,0
811097.3053866898,5,6,94,94,0
812251.6080081487,6,6,94,94,0
815858.9772860456,5,6,94,94,0
817925.3294530768,5,6,94,94,0
819367.9953156093,6,6,94,94,0
822737.3833564137,6,6,94,94,0
825150.1353252886,6,6,94,94,0
826893.7277976046,6,6,94,94,0
829050.4481228326,6,6,94,94,0
830823.9296531208,6,6,94,94,0
833973.7463610589,6,6,94,94,0
837065.9059786781,6,6,94,94,0
839671.4638248985,4,6,94,94,0
841672.4438706014,4,6,94,94,0
843829.8565809502,5,6,94,94,0
845507.6153576126,6,6,94,94,0
848607.9391783427,6,6,94,94,0
851668.5574752496,5,6,94,94,0
854532.572936386,4,6,94,94,0
856743.0075735163,6,6,94,94,0
859051.3237757211,4,6,94,94,0
861395.1409206453,5,6,94,94,0
863897.8275423093,6,6,94,94,0
865510.0342893612,6,6,94,94,0
868404.6943467924,6,6,94,94,0
870937.9101742142,4,6,94,94,0
872486.2972987592,6,6,94,94,0
874800.9329262418,5,6,94,94,0
877182.6141201169,6,6,94,94,0
879716.1945191249,6,6,94,94,0
880981.3197840197,6,6,94,94,0
883275.7763811526,6,6,94,94,0
887024.7836670601,6,6,94,94,0
889560.9453047044,6,6,94,94,0
892376.3604532502,5,6,94,94,0
894427.7417555846,5,6,94,94,0
896756.2656627287,6,6,94,94,0
899596.103867777,6,6,94,94,0
902904.8662765673,6,6,94,94,0
905903.6273221235,3,6,94,94,0
906979.747130364,6,6,94,94,0
910274.5470503523,5,6,94,94,0
911897.9629205202,6,6,94,94,0
915695.8801561162,6,6,94,94,0
917438.2401449434,6,6,94,94,0
920189.243345697,4,6,94,94,0
922315.1729941389,5,6,94,94,0
924252.4112663857,5,6,94,94,0
925844.9867774969,6,6,94,94,0
928139.1166548076,6,6,94,94,0
930720.1625120572,6,6,94,94,0
932352.1237510554,6,6,94,94,0
933163.2068905587,6,6,94,94,0
937059.1355672,5,6,94,94,0
939215.687065308,5,6,94,94,0
941281.9562956558,5,6,94,94,0
943360.5027188035,6,6,94,94,0
946121.225138758,5,6,94,94,0
948445.815933399,5,6,94,94,0
950734.6940407163,5,6,94,94,0
952673.652958504,5,6,94,94,0
954895.7150141264,5,6,94,94,0
957065.7066264236,6,6,94,94,0
959209.3226794654,5,6,94,94,0
961629.6647869429,4,6,94,94,0
963900.7929854573,5,6,94,94,0
965617.1536298314,5,6,94,94,0
967616.0743372338,6,6,94,94,0
970737.2930659757,6,6,94,94,0
973929.1539823486,5,6,94,94,0
975967.0211170963,4,6,94,94,0
977850.9213393871,6,6,94,94,0
980248.2006051237,5,6,94,94,0
982347.0777360172,4,6,94,94,0
984096.3198534162,6,6,94,94,0
987586.0338941532,5,6,94,94,0
990146.9343126066,5,6,94,94,0
992611.5448255251,5,6,94,94,0
994965.9248415604,6,6,94,94,0
997199.4500284196,6,6,94,94,0
998794.9090892712,5,6,94,94,0
1001566.1124565586,4,6,94,94,0
1003729.7727862005,6,6,94,94,0
1005000.5217410371,6,6,94,94,0
1008195.6623358276,6,6,94,94,0
1010834.8796733299,5,6,94,94,0
1012983.2625820962,5,6,94,94,0
1014733.8487270016,6,6,94,94,0
1017036.4589105586,6,6,94,94,0
1018802.201584432,6,6,94,94,0
1022208.7601989256,6,6,94,94,0
1024592.8059706736,4,6,94,94,0
1026370.9921602269,5,6,94,94,0
1027947.8302878052,6,6,94,94,0
1030631.4588704453,6,6,94,94,0
1034002.2887780858,6,6,94,94,0
1037038.6685068939,6,6,94,94,0
1039504.0937031948,6,6,94,94,0
1042146.7347863409,6,6,94,94,0
1044381.265591983,5,5,95,95,0
1046392.0562961863,4,5,95,95,0
1048597.271995045,5,5,95,95,0
1049937.495313958,5,5,95,95,0
1054704.8389096535,5,5,95,95,0
1056952.5063394967,5,5,95,95,0
1058928.2369139688,5,5,95,95,0
1062166.0527467376,5,5,95,95,0
1064595.1442557727,5,5,95,95,0
1066159.3149073382,5,5,95,95,0
1069027.9808008764,5,5,95,95,0
1071676.6143175224,5,5,95,95,0
1073889.162345261,4,5,95,95,0
1076038.4626477135,5,5,95,95,0
1078695.4094989183,4,5,95,95,0
1081046.6398691242,3,5,95,95,0
1083081.6916834472,5,5,95,95,0
1085462.5068531332,4,5,95,95,0
1087749.3015156987,5,5,95,95,0
1089697.072397557,4,5,95,95,0
1090265.5782312609,5,5,95,95,0
1093686.190694491,4,5,95,95,0
1096549.7661328048,5,5,95,95,0
1100818.1220146136,5,5,95,95,0
1103045.7724120126,4,5,95,95,0
1104854.0723787353,5,5,95,95,0
1107388.703070415,5,5,95,95,0
1110018.7593690357,4,5,95,95,0
1112007.9699163283,4,5,95,95,0
1114053.2179229343,4,5,95,95,0
1116295.326674339,5,5,95,95,0
1119407.050122661,4,5,95,95,0
1119913.1827712432,5,5,95,95,0
1123266.3714770372,5,5,95,95,0
1126193.0195392845,5,5,95,95,0
1129355.5060622825,5,5,95,95,0
1130421.0063080452,5,5,95,95,0
1133318.6459633112,5,5,95,95,0
1136115.0439109039,3,5,95,95,0
1138715.661707234,3,5,95,95,0
1140589.0462122783,5,5,95,95,0
1142907.1167249219,5,5,95,95,0
1145052.1414863921,5,5,95,95,0
1147029.7796314226,4,5,95,95,0
1147812.0106078947,5,5,95,95,0
1151860.0733242384,5,5,95,95,0
1154576.476760218,4,5,95,95,0
1156147.1803484662,5,5,95,95,0
1159252.4813301198,4,5,95,95,0
1161256.7462734047,5,5,95,95,0
1164512.6753336678,4,5,95,95,0
1166500.2463680166,5,5,95,95,0
1168650.4487107669,5,5,95,95,0
1171581.0156311872,3,5,95,95,0
1173307.4720804566,4,5,95,95,0
1176049.4198377558,4,5,95,95,0
1178442.9943584616,4,5,95,95,0
1180721.8834448692,5,5,95,95,0
1182118.9575627374,5,5,95,95,0
1185207.9933879056,5,5,95,95,0
1186863.742063069,5,5,95,95,0
1189660.257097491,4,5,95,95,0
1192048.9803423062,5,5,95,95,0
1193926.7805672903,4,5,95,95,0
1196405.9065826437,5,5,95,95,0
1198544.3945529829,4,5,95,95,0
1201050.1707817726,4,5,95,95,0
1202496.688841869,5,5,95,95,0
1204346.8066541727,5,5,95,95,0
1207166.8039581487,4,5,95,95,0
1209080.1064061045,5,5,95,95,0
1211077.0441614906,4,5,95,95,0
1212080.8312593196,5,5,95,95,0
1215445.7184680738,3,5,95,95,0
1217518.2771944173,5,5,95,95,0
1219185.096648638,5,5,95,95,0
1223244.1071341862,4,5,95,95,0
1223638.6490884663,5,5,95,95,0
1227154.9578931315,5,5,95,95,0
1230765.0368047913,4,5,95,95,0
1233152.9416411738,4,5,95,95,0
1234739.5335735711,4,5,95,95,0
1237007.7296041201,5,5,95,95,0
1238665.7615816242,5,5,95,95,0
1241778.0108539923,5,5,95,95,0
1244961.050832866,4,5,95,95,0
1246738.3831517966,5,5,95,95,0
1250539.0767994972,5,5,95,95,0
1252610.953500791,5,5,95,95,0
1254248.6036976583,5,5,95,95,0
1257638.311994857,5,5,95,95,0
1260725.4626473596,5,5,95,95,0
1267049.2155026796,4,5,95,95,0
1269410.0957892868,3,5,95,95,0
1271657.351632644,4,5,95,95,0
1273188.3973852517,5,5,95,95,0
1275565.217974462,5,5,95,95,0
1277539.5099989343,5,5,95,95,0
1280473.0127507516,5,5,95,95,0
1282490.0529783093,5,5,95,95,0
1285182.9059363108,4,5,95,95,0
1287151.949122115,5,5,95,95,0
1289459.3184465002,5,5,95,95,0
1291818.9145537922,4,5,95,95,0
1291931.497613526,5,5,95,95,0
1296180.9395082444,5,5,95,95,0
1299163.3760415392,4,5,95,95,0
1300150.1923266444,5,5,95,95,0
1303187.1496511488,5,5,95,95,0
1306233.5338933698,5,5,95,95,0
1308337.0301270792,5,5,95,95,0
1310615.5243745982,5,5,95,95,0
1313790.467218628,5,5,95,95,0
1315986.5791512951,4,5,95,95,0
1318564.5688474614,4,5,95,95,0
1320514.8243081386,3,5,95,95,0
1322245.305187112,5,5,95,95,0
1325176.9635922706,5,5,95,95,0
1328315.9290512837,5,5,95,95,0
1329296.061541261,5,5,95,95,0
1333173.5443882819,5,5,95,95,0
1335609.7074183936,4,5,95,95,0
1337756.3200900385,4,5,95,95,0
1339955.3248816847,3,5,95,95,0
1342030.0575302548,5,5,95,95,0
1344198.1745072822,5,5,95,95,0
1346678.8097328483,4,5,95,95,0
1348762.0808342162,4,5,95,95,0
1349524.3270486686,5,5,95,95,0
1353125.2495316172,4,5,95,95,0
1355742.0349013028,3,5,95,95,0
1357683.0792068415,5,5,95,95,0
1359779.9522923895,5,5,95,95,0
1362124.9336812675,4,5,95,95,0
1364520.8486154836,5,5,95,95,0
1366808.6572672958,5,5,95,95,0
1368699.5847207066,5,5,95,95,0
1371739.910919161,5,5,95,95,0
1373816.2750301023,5,5,95,95,0
1376831.71207748,5,5,95,95,0
1379004.70115947,4,5,95,95,0
1381690.2074805058,3,5,95,95,0
1383675.602308235,5,5,95,95,0
1386434.436617784,5,5,95,95,0
1388783.8859553598,3,5,95,95,0
1390693.7941304208,4,5,95,95,0
1392190.81697416,5,5,95,95,0
1394105.507611226,5,5,95,95,0
1397455.3326693499,4,5,95,95,0
1400005.037115661,4,5,95,95,0
1403046.9350671421,5,5,95,95,0
1405403.0729649058,4,5,95,95,0
1407311.802826969,5,5,95,95,0
1409576.3938835824,5,5,95,95,0
1411968.8705785654,5,5,95,95,0
1414834.6643556133,5,5,95,95,0
1418153.9894746786,4,5,95,95,0
1420258.7260684741,3,5,95,95,0
1422218.2363656126,4,5,95,95,0
1424219.4346962457,5,5,95,95,0
1426758.4332521127,5,5,95,95,0
1427946.923500146,5,5,95,95,0
1432088.627069463,5,5,95,95,0
1434465.1974409027,5,5,95,95,0
1436346.0276123302,5,5,95,95,0
1440927.8429491033,5,5,95,95,0
1443747.2396466138,5,5,95,95,0
1446126.3818629964,4,5,95,95,0
1446654.1673657082,5,5,95,95,0
1450252.421027051,5,5,95,95,0
1452832.2885716236,5,5,95,95,0
1454979.9518262015,5,5,95,95,0
1459084.9667081744,5,5,95,95,0
1462167.0578382902,5,5,95,95,0
1464436.2543112577,4,5,95,95,0
1466864.7902241196,5,5,95,95,0
1471099.228849582,4,5,95,95,0
1474622.674822984,5,5,95,95,0
1476652.0999201352,4,5,95,95,0
1476780.7388251426,5,5,95,95,0
1479120.3182671792,5,5,95,95,0
1482895.277652276,5,5,95,95,0
1485369.0356538754,5,5,95,95,0
1489484.3752552506,5,5,95,95,0
1491611.831145789,5,5,95,95,0
1495459.9370780166,3,5,95,95,0
1497547.90736726,2,5,95,95,0
1499276.477248852,4,5,95,95,0
1501582.3951816359,4,5,95,95,0
1503783.9167102214,4,5,95,95,0
1506208.7874074471,5,5,95,95,0
1508622.347200541,5,5,95,95,0
1510075.1760794448,5,5,95,95,0
1513406.9781400803,5,5,95,95,0
1516662.4500307676,4,5,95,95,0
1518602.5910993288,5,5,95,95,0
1519535.3646802558,5,5,95,95,0
1522962.6988918222,5,5,95,95,0
1525449.917113429,5,5,95,95,0
1526365.7070957236,5,5,95,95,0
1529821.4823858575,5,5,95,95,0
1531132.607402605,5,5,95,95,0
1534088.9648743516,5,5,95,95,0
1536269.397370828,5,5,95,95,0
1539394.297687533,4,5,95,95,0
1540776.937687336,5,5,95,95,0
1544445.3247317825,5,5,95,95,0
1546955.2502218832,4,5,95,95,0
1549652.4655474725,4,5,95,95,0
1551295.0253812985,5,5,95,95,0
1555545.2275409924,5,5,95,95,0
1558162.5369821563,4,5,95,95,0
1559818.681281749,5,5,95,95,0
1562576.0908315151,4,5,95,95,0
1564437.9466052097,4,5,95,95,0
1564811.705243702,5,5,95,95,0
1567812.030163816,5,5,95,95,0
1571974.1834846616,5,5,95,95,0
1575566.6339742066,4,5,95,95,0
1577937.6528460018,4,5,95,95,0
1579932.1001750703,4,5,95,95,0
1582139.5926839837,4,5,95,95,0
1584885.3060080344,4,5,95,95,0
1586460.3664981818,5,5,95,95,0
1589557.2581366305,3,5,95,95,0
1591108.783600159,5,5,95,95,0
1594137.4392009147,5,5,95,95,0
1596026.4904116762,5,5,95,95,0
1599280.0415579518,4,5,95,95,0
1599628.773706187,5,5,95,95,0
1604505.375824242,3,5,95,95,0
1605897.61020494,4,5,95,95,0
1606961.1629403676,5,5,95,95,0
1611684.2733777997,4,5,95,95,0
1613484.936758379,5,5,95,95,0
1616330.8870847921,5,5,95,95,0
1619623.309315377,4,5,95,95,0
1619749.697998131,5,5,95,95,0
1623759.5753369264,4,5,95,95,0
1626441.3134577286,5,5,95,95,0
1629446.2584428573,5,5,95,95,0
1633744.0510760583,4,5,95,95,0
1634978.0921295756,5,5,95,95,0
1638825.7715747717,4,5,95,95,0
1641853.0184463235,4,5,95,95,0
1643929.5410272307,5,5,95,95,0
1646271.7884227335,5,5,95,95,0
1648978.235897831,4,5,95,95,0
1651677.2914604456,5,5,95,95,0
1653415.2980608817,5,5,95,95,0
1656660.517354171,4,5,95,95,0
1658315.8456545214,5,5,95,95,0
1661193.6439490605,4,5,95,95,0
1663757.356280927,4,5,95,95,0
1664554.9152890563,5,5,95,95,0
1667988.9509146402,3,5,95,95,0
1670367.5693047526,5,5,95,95,0
1670811.3286296485,5,5,95,95,0
1673344.5471053638,5,5,95,95,0
1677330.8862189564,4,5,95,95,0
1677899.223523495,5,5,95,95,0
1680666.64069263,5,5,95,95,0
1684354.6302392748,5,5,95,95,0
1689249.7734428414,4,5,95,95,0
1691346.8069094701,4,5,95,95,0
1692222.8537853155,5,5,95,95,0
1696128.0460719112,5,5,95,95,0
1698749.7739765667,5,5,95,95,0
1701681.6486937876,5,5,95,95,0
1705238.299935852,3,5,95,95,0
1707295.5086293127,5,5,95,95,0
1709433.1961289907,4,5,95,95,0
1711481.0155714294,4,5,95,95,0
1713573.7801614278,5,5,95,95,0
1716621.677781066,5,5,95,95,0
1718098.4676106705,4,5,95,95,0
1721290.511431832,5,5,95,95,0
1722860.8979656685,5,5,95,95,0
1724364.520403982,5,5,95,95,0
1732198.8526738558,4,5,95,95,0
1734228.2728551475,4,5,95,95,0
1737228.8570464104,4,5,95,95,0
1739693.555819127,4,5,95,95,0
1739790.3163227108,5,5,95,95,0
1743221.3256746673,4,5,95,95,0
1745402.9646843807,5,5,95,95,0
1747799.451957616,5,5,95,95,0
1750745.8317886766,4,5,95,95,0
1752670.5781800286,5,5,95,95,0
1755813.747761491,3,5,95,95,0
1757695.8268489682,5,5,95,95,0
